D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-2.d ,1,3.104,3.71,4.507,371.32,6844.33,100,100,100,0.407,,0,0,,,,,0,128.94,2.79,0,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-2.d ,1,3.105,3.644,4.269,630.19,7709.34,100,100,100,0.283,,0,0,,,,,0,0,0.89,1148.91,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-1.d ,1,3.102,3.934,4.504,1768.58,11832.93,100,100,100,0.225,,0,0,,,,,43.19,0,1.1,3002.87,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-2.d ,1,3.37,3.902,4.508,3317.44,13487.63,100,100,100,0.115,,0,0,,,,,0,27.69,0.85,3749.93,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-3.d ,1,3.367,3.894,4.505,4998.69,17407.45,100,100,100,0.166,,0,0,,,,,0,21.87,2.13,5374.99,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-1.d ,1,3.567,3.89,4.493,4807.02,20060.66,100,100,100,0.07,,0,0,,,,,0,2.06,0.96,4682.44,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-3.d ,1,3.101,3.956,4.504,1062.56,20070.34,100,100,100,0.357,,0,0,,,,,0,0,1.11,2063.13,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-1.d ,1,3.053,3.907,4.509,6370.67,20075.04,100,100,100,0.053,,0,541.78,,,,,48.38,114.36,0.99,6228.67,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-2.d ,1,3.582,3.896,4.508,5218.27,22740.56,100,100,100,0.073,,0,0,,,,,0,47.25,1.02,5437.76,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-2.d ,1,3.054,3.659,4.51,3306.82,24053.39,100,100,100,0.221,,0,0,,,,,0,3.19,0.81,4085.3,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-1.d ,1,3.105,3.682,4.202,5275.94,32347.36,100,100,100,0.242,,0,0,,,,,0,0,1.37,5423.73,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-2.d ,1,3.158,3.891,4.275,7087.01,33997.29,100,100,100,0.08,,0,0,,,,,0,0,1.09,7429.05,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero3.d ,1,3.104,3.645,4.043,7131.59,35079.12,100,100,100,0.244,,0,0,,,,,0,0,1.24,10017.38,,,  ,104.0307,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero1.d ,1,3.098,3.655,4.504,5438.5,39414.94,100,100,100,0.266,,0,0,,,,,24.5,0,0.89,10080.63,,,  ,104.0307,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero2.d ,1,3.054,3.645,4.102,8577.11,42480.19,100,100,100,0.242,,0,0,,,,,0,0,1.38,11994.96,,,  ,104.0307,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-3.d ,1,3.103,3.896,4.506,10366.38,44130.17,100,100,100,0.244,,0,0,,,,,0,26.19,1.46,12975.35,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-3.d ,1,3.265,3.899,4.509,10415.77,44938.61,100,100,100,0.206,,0,0,,,,,0,0,1.49,12683.45,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-2.d ,1,3.056,3.648,4.511,12380.85,57795.95,100,100,100,0.193,,0,0,,,,,39.88,0,0.95,16937.81,,,  ,104.0307,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-3.d ,1,3.054,3.646,4.51,12247.21,60372.39,100,100,100,0.132,,0,0,,,,,0,0,0.8,16284.67,,,  ,104.0307,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-1.d ,1,3.054,3.648,4.325,14239.07,65870.34,100,100,100,0.232,,0,0,,,,,55,19.94,0.7,20909.3,,,  ,237.0875,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-1.d ,1,3.054,3.641,4.069,18681.27,73634.17,100,100,100,0.231,,0,0,,,,,0,0,1.07,19244.66,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_2_20x.d ,1,3.791,4.185,4.739,409,136,100,100,100,0.948,,0,0,0,0,,409,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_4_20x.d ,1,3.894,4.215,4.803,630,210,100,100,100,0.909,,0,0,0,0,,630,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_0_20x.d ,1,3.76,4.148,4.62,477,313,100,100,100,0.859,,0,0,0,0,,477,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\E_N_3_20x.d ,1,3.655,4.209,4.692,546,500,100,100,100,1.037,,0,0,0,0,,546,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\E_N_2_20x.d ,1,3.583,4.127,4.72,496,618,100,100,100,1.136,,0,0,0,0,,496,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_1_20x.d ,1,3.751,4.184,4.793,710,772,100,100,100,1.042,,0,0,0,0,,710,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\E_N_4_20x.d ,1,3.607,4.15,4.616,992,777,100,100,100,1.009,,0,0,0,0,,992,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_3_20x.d ,1,3.832,4.142,4.774,798,920,100,100,100,0.942,,0,0,0,0,,798,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\E_N_0_20x.d ,1,3.684,4.321,4.776,810,921,100,100,100,1.092,,0,0,0,0,,810,,51.24,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\E_N_1_20x.d ,1,3.582,4.192,4.702,1581,1917,100,100,100,1.12,,0,0,0,0,,1581,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-1.d ,1,3.219,3.546,4.117,8789,29084,100,100,100,0.898,,0,0,0,0,,8789,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-4.d ,1,3.105,3.581,3.978,7676.26,34040.26,100,100,100,0.133,,0,0,,,,,40.75,168.93,0.93,8903.72,,,  ,248.9755,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-2.d ,1,3.259,3.586,3.842,9539.49,42852.58,100,100,100,0.075,,0,0,,,,,0,32.13,0.95,0,,,  ,237.0935,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-2.d ,1,3.162,3.528,4.105,23362,45538,100,100,100,0.942,,0,898,0,898,,23711,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-3.d ,1,3.315,3.538,3.977,12841.1,61122.17,100,100,100,0.079,,0,0,,,,,0,195.94,0.84,18033.07,,,  ,237.0935,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-1.d ,1,3.101,3.534,3.974,15780.67,62556.28,100,100,100,0.066,,0,0,,,,,56.69,518.81,0.88,26867.53,,17.55,  ,141.0179,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-3.d ,1,3.38,3.574,4.04,22214,69634,100,100,100,0.66,,0,0,0,0,,22214,,24.71,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-5.d ,1,3.214,3.571,3.981,17099.08,109619.79,100,100,100,0.107,,0,0,,,,,0,222.56,0.87,20916.65,,,  ,237.0935,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-5.d ,1,3.268,3.584,4.017,50174,159856,100,100,100,0.748,,0,0,0,0,,50174,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-4.d ,1,3.104,3.56,3.977,51634.03,289787.3,100,100,100,0.155,,0,0,,,,,42,243.03,0.96,69479.53,,,  ,248.9664,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_07.d ,1,3.064,3.505,3.991,42615.31,188305.99,100,100,100,0.158,,0,0,,,,,0,146.88,0.85,46382.7,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_07.d ,1,3.058,3.479,4.012,45063.42,190505.96,100,100,100,0.13,,0,0,,,,,0,136.5,0.88,46117.15,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_03.d ,1,3.03,3.491,4.013,44718.41,193052.72,100,100,100,0.164,,0,0,,,,,51.63,120.04,1.07,49625.21,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_04.d ,1,3.057,3.492,4.012,120589.18,526847.32,100,100,100,0.164,,0,0,,,,,0,26.38,0.82,132833.33,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_00.d ,1,3.031,3.494,4.013,139571.01,601999.55,100,100,100,0.159,,0,0,,,,,155.13,397.83,0.93,149784.75,,64.72,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_06.d ,1,3.031,3.484,4.013,147888.39,604724.36,100,100,100,0.16,,0,1098.05,,,,,0,324.63,0.87,145447.34,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_05.d ,1,3.036,3.505,3.991,153857.97,612285.38,100,100,100,0.151,,0,465,,,,,5.5,284.95,0.95,168648.16,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_05.d ,1,3.03,3.48,4.012,154836.65,628943.29,100,100,100,0.158,,0,0,,,,,2.5,126.13,0.84,154133.5,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_01.d ,1,3.028,3.488,4.011,139780.05,645189.66,100,100,100,0.15,,0,0,,,,,0,270.38,0.88,159251.09,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_03.d ,1,3.063,3.508,3.99,173379.46,673764.28,100,100,100,0.145,,0,1312.29,,,,,0,421.88,0.93,170462.28,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_01.d ,1,3.033,3.508,3.988,173514.21,677013.84,100,100,100,0.149,,0,627.76,,,,,108.5,478.02,0.89,175929.16,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_06.d ,1,3.063,3.503,3.989,166464.23,682928.36,100,100,100,0.145,,0,0,,,,,0,117.5,0.91,173636.19,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_04.d ,1,3.034,3.51,3.988,180483.87,691836.91,100,100,100,0.154,,0,0,,,,,3.38,528.02,0.9,175706.63,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_02.d ,1,3.033,3.481,3.808,183029.78,733148.03,100,100,100,0.169,,0,0,,,,,3.5,179.13,0.96,180240.56,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_02.d ,1,3.064,3.506,3.991,193899.69,784972.09,100,100,100,0.15,,0,967,,,,,0,555.5,0.95,184635.86,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_00.d ,1,3.032,3.506,3.987,202363.54,789612.72,100,100,100,0.15,,0,794.68,,,,,0,584.25,0.86,205824.36,,,  ,248.9707,,,,,,,,,,,
