D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_2.d ,1,3.704,5.294,6.298,209101.88,1505717.25,100,100,100,0.12,,0,909.12,,,,,0,800.32,0.99,184669.97,,,  ,765.1063,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_3.d ,1,3.818,5.302,6.206,111392.9,874721.98,100,100,100,0.131,,0,851.45,,,,,0,760.41,0.98,69179.12,,,  ,765.1063,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,3.812,5.577,6.3,22095.35,327177.46,100,100,100,0.247,,0,413.16,,,,,0,527.65,1.07,36144.01,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,3.917,5.581,6.299,24733.59,350936.19,100,100,100,0.236,,0,1338.33,,,,,0,747.69,1.1,33225.18,,,  ,191.0207,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,3.813,5.595,6.301,15517.97,220289.54,100,100,100,0.237,,0,352.16,,,,,0,442.63,1.2,17420.11,,,  ,191.0207,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_1.d ,1,3.927,5.038,6.203,3580.45,50411.56,100,100,100,0.235,,0,402.13,,,,,0,555.56,0.58,3531.25,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_2.d ,1,4.241,5.065,6.2,1910.87,59022.44,100,100,100,0.607,,0,239.57,,,,,0,220.69,0.59,2453.17,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_3.d ,1,3.925,5.06,6.202,2061.07,57361.04,100,100,100,0.596,,0,289.49,,,,,0,177.31,0.69,2888.53,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_1.d ,1,3.608,4.959,5.513,196488.03,1807874.28,100,100,100,0.153,,0,0,,,,,297.25,324.94,0.98,250798.36,,26.97,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_2.d ,1,3.607,4.957,5.513,233952.48,2176774.82,100,100,100,0.155,,0,463.76,,,,,377.34,460.97,0.98,282067.91,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_3.d ,1,3.82,5.026,6.202,3835.72,59774.89,100,100,100,0.324,,0,500.05,,,,,0,641.53,0.32,2728.12,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_1.d ,1,4.028,4.934,5.722,165958.43,1921133.62,100,100,100,0.193,,0,0,,,,,0,355.25,1,341397.41,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_2.d ,1,3.998,4.912,5.772,558767,2390750,100,100,100,1.774,,0,1185,0,1185,,559378,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_3.d ,1,3.709,4.947,5.588,239370.63,2403405.75,100,100,100,0.167,,0,0,,,,,0,511.75,1,393073.53,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_1.d ,1,3.708,4.96,5.512,212527.53,1883441.67,100,100,100,0.148,,0,707.92,,,,,0.72,505,1,248853.59,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_2.d ,1,3.607,4.965,5.512,186251.19,1581194.13,100,100,100,0.141,,306.42,0,,,,,295.53,421,0.98,213186.06,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_3.d ,1,3.709,4.97,5.615,224248.56,1742792.78,100,100,100,0.13,,0,512.94,,,,,0,652.09,1,208361.84,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_1.d ,1,3.712,4.926,5.723,195722.64,2181907.43,100,100,100,0.263,,0,0,,,,,0,245.13,0.99,420568.78,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_2.d ,1,3.606,4.921,5.935,251737.23,2680279.6,100,100,100,0.256,,305.14,0,,,,,292.19,436.38,0.99,544929.56,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_3.d ,1,4.027,4.932,5.615,279015,3277499.8,100,100,100,0.196,,0,715.39,,,,,0,578.81,1,556502.69,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_1.d ,1,3.608,5.032,6.201,3223.1,38315.99,100,100,100,0.371,,0,420.02,,,,,11.44,901.71,1.51,1861.21,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_2.d ,1,3.61,4.966,5.621,200611.7,1762808.43,100,100,100,0.146,,0,495.93,,,,,284.75,500.94,0.98,227015.23,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_3.d ,1,3.609,4.995,6.043,18111.04,158641.99,100,100,100,0.366,,0,446.37,,,,,28.41,799.44,0.7,12730.15,,2.49,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_1.d ,1,3.609,4.957,5.669,169682.81,1631812.65,100,100,100,0.16,,274.01,281.84,,,,,370.53,262.41,0.98,243518.59,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_2.d ,1,3.607,4.956,5.619,164601.61,1557303.76,100,100,100,0.158,,0,435.02,,,,,247.13,356.63,0.98,244942.08,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_3.d ,1,3.609,4.952,5.621,163848.12,1631028.85,100,100,100,0.166,,0,764.01,,,,,347.88,461.66,0.98,272364.06,,22.49,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_1.d ,1,3.609,4.923,5.621,138453.63,1477496.84,100,100,100,0.261,,0,484.88,,,,,148.88,318.88,0.97,323998.59,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_2.d ,1,3.609,4.924,5.621,160069.94,1707355.07,100,100,100,0.26,,0,0,,,,,227.22,196.38,0.97,362991.09,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_3.d ,1,3.606,4.93,5.618,146604.24,1755709.47,100,100,100,0.2,,0,0,,,,,246.19,343.19,0.99,351164.44,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_1.d ,1,4.23,4.929,6.47,384464.26,1715810.96,100,100,100,2.24,,0,5369.04,0,5369.04,,386138.84,,52.78,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_2.d ,1,3.925,4.929,6.492,398398,1805751,100,100,100,2.567,,0,5086,0,5086,,400386,,54.69,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_3.d ,1,3.698,4.934,6.47,421744.98,1890459.77,100,100,100,2.772,,0,5896.85,0,5896.85,,424375.03,,57.9,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_1.d ,1,3.608,4.948,6.202,118428.08,1421313.9,100,100,100,0.2,,0,428.76,,,,,100.22,286.73,0.97,178136.09,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_2.d ,1,3.607,4.934,6.201,145918.81,1819175.29,100,100,100,0.557,,0,324.02,,,,,185.13,319.66,0.98,314384.25,,,  ,766.1096,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_3.d ,1,3.607,4.928,6.201,220820.17,2445323.98,100,100,100,0.26,,0,567.2,,,,,204.53,458.72,0.99,453851.06,,,  ,766.1096,,,,,,,,,,,
F:\2306\RC\230619\empty_120_1.d ,1,3.703,4.853,6.297,30.28,177.91,100,100,100,0.28,,0,0,,,,,9.66,0,5.17,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_1.d ,1,3.708,4.876,6.302,28.96,893.05,100,100,100,0.71,,0,0,,,,,0,0,1.59,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_480_1.d ,1,3.703,5.827,6.296,25.63,544.4,100,100,100,0.354,,0,0,,,,,6.42,0,2.69,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_240_2.d ,1,3.702,4.723,6.008,35.26,1016.12,100,100,100,0.611,,0,0,,,,,0,0,1.21,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_1.d ,1,3.701,4.868,6.295,86.67,965.5,100,100,100,0.186,,0,0,,,,,0,0,1.17,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_0_2.d ,1,3.608,4.664,6.202,28.42,1341.86,100,100,100,0.76,,0,0,,,,,0,0,0.47,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_240_1.d ,1,3.703,5.432,6.296,21.03,402.46,100,100,100,0.319,,0,0,,,,,10.94,0,0.15,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_1.d ,1,3.714,5.488,6.202,37.26,1112.98,100,100,100,0.498,,0,0,,,,,4.32,0,1.56,0,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-1.d ,1,4.134,4.69,6.516,578567.48,5354939.86,100,100,100,0.154,,0,2258.29,,,,,456.38,456.38,0.97,1148012.5,,,  ,766.0941,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-2.d ,1,3.985,4.667,6.335,468015,2663921,100,100,100,2.351,,0,1032,0,1032,,468315,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-3.d ,1,4.02,4.652,6.293,555554,3034964,100,100,100,2.273,,0,985,0,985,,555828,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-1.d ,1,4.091,4.634,6.286,643649.18,2287569.83,100,100,100,2.195,,0,3073.83,0,3073.83,,644409.88,,99.88,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-2.d ,1,4.137,5.971,6.519,4915.79,5431946.72,100,100,100,18.417,,0,2394.11,,,,,76,768.55,73.84,4719.01,,0.39,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-3.d ,1,4.135,5.925,6.517,7651.27,5428601.13,100,100,100,11.825,,0,2813.38,,,,,48.09,776.44,53.6,10123.39,,,  ,191.0144,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-1.d ,1,4.14,5.511,6.522,1220.31,2555704.03,100,100,100,24.718,,2687.82,1063.81,,,,,2011.19,291.66,0,2222.21,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-2.d ,1,4.141,5.319,6.523,114315.86,1382191.78,100,100,100,0.274,,1654.04,1055.43,,,,,1353.19,455.72,4.29,84892,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-3.d ,1,4.139,5.32,6.521,95292.88,1389024.64,100,100,100,0.243,,2325.87,1704.13,,,,,1581.44,385.16,2.23,66375.25,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-1.d ,1,4.137,6.059,6.519,114.68,296.59,100,100,100,0.043,,0,0,,,,,90.37,0,0.11,0,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero1.d ,1,4.132,5.344,6.52,25136.06,811516.08,100,100,100,0.538,,1507.36,1030.79,,,,,971.56,456.16,3.51,24053.6,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero2.d ,1,4.139,5.322,6.521,76296.03,1162151.25,100,100,100,0.316,,1918.56,910.35,,,,,1365,321.22,4.14,50225.98,,,  ,191.0139,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero3.d ,1,4.136,5.321,6.518,78670.48,1117314.52,100,100,100,0.237,,1865.9,2076.98,,,,,1179.75,735.94,1.91,63002.1,,,  ,191.0139,,,,,,,,,,,
F:\2306\RC\230619\empty_120_1.d ,1,1.559,1.9,2.78,157.54,2983,100,100,100,0.316,,0,0,,,,,43.38,0,1.12,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_120_2.d ,1,1.561,1.868,2.245,228.71,696.94,100,100,100,0.051,,461.8,0,,,,,175.19,36.69,-0.12,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_240_2.d ,1,1.56,1.953,3.015,25.63,231.03,100,100,100,0.175,,0,0,,,,,48.19,125.22,0.51,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_240_2.d ,1,1.555,1.863,2.733,663.76,6851.5,100,100,100,0.271,,0,0,,,,,49.13,0,0.5,2206,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_60_2.d ,1,1.555,1.865,2.261,267.95,4127.17,96.46,100,49.1,0.126,,0,0,,,,,151,0,0.38,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_0_2.d ,1,1.558,1.859,3.013,487.76,8544.13,100,100,100,0.323,,0,0,,,,,72,67.88,0.47,724.91,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_120_2.d ,1,1.56,1.868,3.016,453.69,6400.59,100,100,100,0.235,,0,626.38,,,,,21,86.01,0.95,661.81,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_1.d ,1,1.558,2.395,2.775,324.12,8812.41,100,100,100,0.453,,0,0,,,,,0,0,2.27,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_30_2.d ,1,1.558,1.853,2.778,336.67,5986.96,100,100,100,0.286,,0,0,,,,,134.44,0,0.48,1441.04,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_1.d ,1,1.558,2.513,2.793,168.15,6507.2,100,100,100,0.598,,0,0,,,,,60.38,0,5.03,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_60_2.d ,1,1.559,2.574,3.014,209.84,4051.99,100,100,100,0.355,,0,0,,,,,42.13,55.02,2.63,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nad_1.d ,1,1.379,1.844,2.487,17666,63001,100,100,100,1.108,,0,0,0,0,,17666,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\neg_nad_2.d ,1,1.573,1.855,2.79,17570.22,96958.12,100,100,100,0.092,,0,0,,,,,82.44,0,0.87,15236.27,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_1.d ,1,1.558,1.848,3.014,9804.62,60957.17,100,100,100,0.104,,0,0,,,,,14.31,76.25,0.91,13437.82,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\neg_nadp_2.d ,1,1.454,1.837,2.601,22837,83454,100,100,100,1.147,,0,0,0,0,,22837,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\pyr_120_2.d ,1,1.557,1.873,2.165,264.99,2165.35,100,100,100,0.136,,0,0,,,,,64.44,0,0.67,614.59,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_30_2.d ,1,1.556,1.863,3.012,293.56,5565.99,100,100,100,0.361,,0,0,,,,,130,41.06,0.33,871.24,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\pyr_60_1.d ,1,1.559,1.871,2.777,379.46,3010.45,100,100,100,0.132,,0,0,,,,,142.25,0,0.23,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_120_2.d ,1,1.556,2.337,3.012,80.07,2758.21,100,100,100,0.574,,0,0,,,,,97.63,61.19,2.71,0,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_240_2.d ,1,1.57,1.87,2.808,387.21,4864.67,100,100,100,0.429,,0,0,,,,,131,0,0,1539,,,  ,248.9721,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_4_20x.d ,1,4.771,5.354,5.504,89.16,360.52,100,100,100,0.108,,0,0,,,,,27.27,0,0,0,,,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-4.d ,1,4.045,4.229,4.358,104.85,440.06,100,100,100,0.07,,0,0,,,,,60,0,0.46,277.06,,,  ,248.9755,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\E_N_0_20x.d ,1,4.639,4.842,5.221,106.16,685.15,100,100,100,0.108,,0,0,,,,,0,0,0.53,244.91,,3.18,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\E_N_2_20x.d ,1,4.55,4.845,5.388,198.38,1072.74,100,100,100,0.132,,298.68,0,,,,,62.25,0,0.26,0,,,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_1_20x.d ,1,4.529,4.813,5.513,2486.32,7932.08,100,100,100,0.125,,0,0,,,,,142,0,1.57,2238.5,,,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_2_20x.d ,1,4.547,4.806,5.501,2374.92,8316.24,100,100,100,0.117,,0,0,,,,,46.63,0,0.88,1957.18,,,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_3_20x.d ,1,4.548,4.799,5.244,2775.99,11548.99,100,100,100,0.113,,0,0,,,,,42.5,0,0.71,2404.72,,,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\E_N_4_20x.d ,1,4.551,4.81,5.192,2626.03,12885.58,100,100,96.91,0.143,,0,0,,,,,34.88,0,0.78,2348.67,,,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\E_N_1_20x.d ,1,4.548,4.807,5.503,3073.12,14501.55,100,100,100,0.142,,0,0,,,,,0,0,0.62,2811.07,,,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-1.d ,1,4.04,4.204,4.504,33890.34,116703.01,100,100,100,0.057,,3165.98,752,,,,,2924.5,725.75,1.09,40696.16,,3.95,  ,662.0931,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-3.d ,1,4.043,4.222,4.506,29840.28,134912.36,100,100,100,0.145,,3239.13,1554.56,,,,,3002.75,1248.88,0,29778.54,,,  ,662.0931,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-4.d ,1,4.044,4.209,4.507,83026.49,677246.17,100,100,100,0.136,,2546.78,1604.83,,,,,2015,1959.75,0.97,59812.55,,,  ,403.5553,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-2.d ,1,4.043,4.219,4.506,192927.53,886195.21,100,100,100,0.077,,3016.03,1454.34,,,,,2926.75,1588.5,0.99,189632.95,,,  ,662.0931,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-1.d ,1,4.044,4.201,4.507,173470.95,1335414.66,100,100,100,0.128,,4698.18,1764.93,,,,,4147.25,1869.63,0.98,164375.73,,,  ,403.5553,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-2.d ,1,4.04,4.209,4.503,595628.91,2814319.06,100,100,100,0.079,,2549.88,1966.49,,,,,2336,2332.88,0.98,450371.41,,,  ,382.5447,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-3.d ,1,4.044,4.217,4.507,438269.07,3298551.68,100,100,100,0.125,,2642.89,2563.47,,,,,1803.13,2480.16,0.98,466145.94,,,  ,766.1149,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-5.d ,1,4.047,4.198,4.51,389776.01,3508149.85,100,100,100,0.15,,4322.65,3053.97,,,,,3585.88,2935.38,0.98,494411.69,,,  ,382.5447,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-5.d ,1,4.044,4.235,4.507,646395.38,3714235.59,100,100,100,0.096,,1098.03,2458.89,,,,,745.25,2778.29,0.98,613537.06,,,  ,766.1149,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_03.d ,1,4.109,4.812,5.009,10728.63,51229.46,100,100,100,0.08,,0,371.03,,,,,9.09,434,0.73,11598.98,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_05.d ,1,4.275,4.793,5.008,57116.73,325938.1,100,100,100,0.095,,0,1172.58,,,,,0,1388,0.89,66459.77,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_02.d ,1,4.033,4.798,4.987,69589.33,355410.09,100,100,100,0.085,,289.84,2617.93,,,,,48.75,2025.72,0.8,73108.2,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_05.d ,1,4.53,4.794,5.001,59346.75,357283.77,100,100,100,0.1,,0,1846,,,,,0,2011.13,0.95,68484.41,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_04.d ,1,4.196,4.794,5.012,65401.94,370999.88,100,100,100,0.095,,0,1230.52,,,,,0,1190.13,0.88,83015.7,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_04.d ,1,4.468,4.784,5.008,75377.97,373167.59,100,100,100,0.083,,0,1032.84,,,,,0,1012,0.92,74533.02,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_03.d ,1,4.529,4.792,5.013,78677.35,384461.76,100,100,100,0.081,,0,1078.95,,,,,0,1267.38,0.91,75204.38,,,  ,248.9707,,,,,,,,,,,
