D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_2.d ,1,2.274,3.972,4.921,574701.05,7378232.58,100,100,100,0.214,,0,2049.32,,,,,153.89,781.32,1.03,1817345.5,,,  ,146.0454,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_3.d ,1,2.287,3.987,4.934,763197.26,9989131.22,100,100,100,0.218,,1097.13,1433.08,,,,,237.23,993.17,1.03,1704360,,,  ,146.0454,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_1.d ,1,2.276,3.978,4.923,831140.4,11097872.36,100,100,100,0.223,,0,1740.01,,,,,293.2,1141.85,1.01,1672466.13,,,  ,146.0454,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_2.d ,1,2.276,3.975,4.923,665290.53,8448856.03,100,100,100,0.212,,0,943.35,,,,,129.14,794.07,1.01,1791105.75,,,  ,146.0454,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_3.d ,1,2.275,3.973,4.922,666521.68,8423243.92,100,100,100,0.211,,0,0,,,,,129.84,787.34,1,1849486,,,  ,146.0454,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_1.d ,1,2.278,4.017,4.925,191432.4,3418000.83,100,100,100,0.298,,0,0,,,,,95.84,56.42,0.95,278526.88,,,  ,146.0454,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_2.d ,1,2.276,4.054,4.923,79354.29,1733580.79,100,100,100,0.364,,0,0,,,,,70.42,22.02,0.96,340620.34,,,  ,146.0454,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_3.d ,1,2.273,4.05,4.92,83848.46,1806176.14,100,100,100,0.359,,0,0,,,,,30.63,108.54,0.96,349985.66,,,  ,146.0454,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_1.d ,1,2.278,3.982,4.932,799839.24,10417333.99,100,100,100,0.217,,0,1126.25,,,,,188.39,794.61,0.99,1718243.5,,,  ,146.0454,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_2.d ,1,2.275,3.977,4.922,913464.73,12190327.45,100,100,100,0.222,,0,1251.35,,,,,372.73,955.58,0.98,1718246.63,,,  ,146.0454,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_3.d ,1,2.279,3.981,4.932,700464.35,8915882.33,100,100,100,0.212,,0,0,,,,,154.27,615.52,1,1727030.88,,,  ,146.0454,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,2.065,3.994,4.923,112982.5,1688453.26,100,100,100,0.249,,0,299.86,,,,,253.78,197.83,0.94,40749.34,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,2.276,3.994,4.923,106780.52,1613236.15,100,100,100,0.252,,0,0,,,,,82.25,56.86,0.96,78857.89,,,  ,248.9697,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,2.278,3.996,4.925,96722.9,1447694.1,100,100,100,0.249,,0,0,,,,,83.81,21.05,0.97,75825.16,,,  ,248.9697,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_00.d ,1,2.657,4.3,5.037,222845.32,2745656.44,100,100,100,0.408,,0,0,,,,,78.72,48,4.62,155320.84,,34.8,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_01.d ,1,2.655,4.29,5.034,182760.92,2532355.47,100,100,100,0.418,,0,0,,,,,59.44,21.16,14.4,211439.44,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_02.d ,1,2.66,4.259,5.039,161501.63,2708571.97,100,100,100,0.458,,0,451.12,,,,,0,38.24,11.1,588740.5,,,  ,146.0453,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_03.d ,1,2.657,4.302,5.036,89833.47,1177474.38,100,100,100,0.218,,0,0,,,,,13.97,17.51,2.2,69939.45,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_04.d ,1,2.656,4.284,5.035,194506.35,2827214.29,100,100,100,0.434,,0,0,,,,,15.09,189.08,3.39,326647.5,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_05.d ,1,2.657,4.275,5.036,137700.17,2290246.58,100,100,100,0.459,,0,0,,,,,51.19,78.61,14.29,357998.41,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_06.d ,1,2.658,4.295,5.037,174505.79,2400697.87,100,100,100,0.423,,0,0,,,,,5.53,41.57,4.47,168504.34,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_07.d ,1,2.657,4.275,5.036,136779.21,2333036.39,100,100,100,0.284,,0,0,,,,,0,51.89,2.15,355964.34,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_00.d ,1,2.659,4.269,5.038,143035.7,2644740.77,100,100,100,0.466,,0,0,,,,,19.16,63.99,3.16,448528.91,,,  ,146.0453,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_01.d ,1,2.66,4.264,5.039,134512.4,2792077.21,100,100,100,0.346,,0,0,,,,,0,113.91,2.54,488606.69,,,  ,146.0453,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_02.d ,1,2.663,4.253,5.043,152297.78,2572387.24,100,100,100,0.451,,0,0,,,,,21.03,48.21,14.79,511811.84,,,  ,146.0453,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_03.d ,1,2.662,4.253,5.041,133819.49,2550978.8,100,100,100,0.475,,0,0,,,,,33.88,33.47,20.52,468528.09,,,  ,146.0453,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_04.d ,1,2.66,4.281,5.04,131206.24,2384513.07,100,100,100,0.468,,0,696.87,,,,,55.88,129.72,16.9,248834.45,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_05.d ,1,2.663,4.255,5.042,122983.2,2547045.61,100,100,100,0.345,,0,0,,,,,26.81,58.48,2.77,461869.28,,,  ,146.0453,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_06.d ,1,2.661,4.27,5.041,120338.24,2284889.14,100,100,100,0.482,,0,0,,,,,46.25,156.77,14.61,374970.59,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_07.d ,1,2.663,4.266,5.043,113103.8,2182252.21,100,100,100,0.364,,0,0,,,,,0,66.61,15.54,407078.69,,,  ,146.0453,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-1.d ,1,3.299,3.723,4.067,1604575.99,119933.7,100,100,98.05,0.062,,0,1412.5,,,,,0,938.25,0.96,1519923,,82.87,  ,146.0458,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-2.d ,1,3.037,3.724,4.069,1518259.87,6139197.84,100,100,96.72,0.063,,0,0,,,,,124.34,1023.75,0.95,1573521.25,,,  ,146.0458,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-3.d ,2,4.07,4.225,4.52,37032.42,163128.85,3.41,2.76,3.29,0.127,,0,1892.37,,,,,331,1068.22,0.67,34036.37,,,  ,662.0931,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-4.d ,1,3.038,3.735,4.176,698501.14,7357281.18,100,100,100,0.057,,757.49,1084.72,,,,,763.5,921,0.91,687166.25,,,  ,146.0458,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-5.d ,1,3.042,3.739,4.1,721493.34,2723410.14,100,100,95.83,0.058,,0,796.93,,,,,127.25,832.88,0.93,721711.19,,,  ,146.0458,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-1.d ,1,3.038,3.746,4.112,1456084.43,5895069.05,100,100,98.76,0.194,,0,1704.26,,,,,0,1199.91,0.96,1586253,,,  ,146.0458,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-2.d ,1,3.034,3.757,4.119,1862239.45,7145770.95,100,100,98.26,0.063,,0,1899.62,,,,,196.25,738.63,0.95,1835112.38,,,  ,146.0458,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-3.d ,1,3.038,3.758,4.124,1727927,6441626.17,100,100,98.61,0.06,,556.06,1439.14,,,,,262.9,1396.13,0.96,1713413.75,,,  ,146.0458,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-4.d ,1,3.039,3.779,4.256,19821.51,121685.86,100,100,100,0.171,,0,0,,,,,0,250.75,0.61,19966.54,,,  ,248.9664,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-5.d ,1,3.038,3.763,4.123,1245573.93,4460990.61,100,100,98.11,0.057,,0,1069.43,,,,,326.63,552.75,0.95,1251506.88,,,  ,146.0458,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_0min_3.d ,1,2.285,4.267,4.931,6442.4,133457.95,100,100,100,0.345,,0,0,,,,,34.92,100.19,0.99,27825.03,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_1.d ,1,3.324,4.25,5.159,710695,3161994,100,100,100,1.835,,0,0,0,0,,710695,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_2.d ,1,2.284,4.22,4.931,224377.51,3465627.01,100,100,100,0.257,,252.88,0,,,,,57.8,920.09,1,348561.25,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_1hr_3.d ,1,2.285,4.248,4.931,8841.7,160123.87,100,100,100,0.302,,0,452.13,,,,,56.25,197.87,0.96,28318.22,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_1.d ,1,2.282,4.215,4.928,202870.4,3044676.81,100,100,100,0.25,,0,698.24,,,,,51.09,1246.08,0.99,338287.56,,,  ,146.0476,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_2.d ,1,2.281,4.212,4.928,228172.27,3392011.82,100,100,100,0.248,,0,0,,,,,106.3,998.89,1,377589.22,,,  ,146.0476,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_2hr_3.d ,1,2.893,4.24,5.26,623069,2296027,100,100,100,2.367,,6550,293,6550,293,,626058,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_1.d ,1,2.678,4.247,4.912,797215,3391807,100,100,100,2.234,,0,0,0,0,,797215,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_2.d ,1,2.283,4.224,4.93,179937,2891945.54,100,100,100,0.268,,0,407.37,,,,,80.94,846.31,1,338657.41,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_30min_3.d ,1,3.254,4.252,5.083,528791,2319086,100,100,100,1.829,,0,1303,0,1303,,529502,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_1.d ,1,2.283,4.216,4.929,194611.41,2938374.11,100,100,100,0.252,,0,0,,,,,141.11,1193.87,0.99,380170.25,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_2.d ,1,2.283,4.214,4.929,225417,3351218.94,100,100,100,0.248,,597.28,0,,,,,77.83,1098.04,1,466008.53,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\NI_4hr_3.d ,1,3.354,4.235,5.011,741167,3285829,100,100,100,1.658,,0,0,0,0,,741167,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_1.d ,1,2.284,4.242,4.931,13187.17,233419.33,100,100,100,0.295,,0,714.08,,,,,111.72,84.84,0.93,34238.52,,,  ,248.9699,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_2.d ,1,2.286,4.225,4.933,224790.65,3514757.62,100,100,100,0.261,,244.81,626.21,,,,,99.77,1148.95,0.98,303914.5,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_0min_3.d ,1,2.285,4.245,4.932,38936.28,687306.25,100,100,100,0.294,,0,861.86,,,,,124.67,362.19,0.96,110992.65,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_1.d ,1,2.285,4.22,4.932,229796.72,3485646.76,100,100,100,0.253,,0,0,,,,,23,1058.47,0.98,335825.78,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_2.d ,1,2.284,4.22,4.93,233537.46,3578700.06,100,100,100,0.255,,0,514.96,,,,,50.31,944.56,0.98,411848.66,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_1hr_3.d ,1,2.286,4.219,4.932,252685.96,3806518.89,100,100,100,0.251,,0,681.45,,,,,43.78,891.35,0.98,331159,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_1.d ,1,2.286,4.215,4.932,230196.81,3335427.78,100,100,100,0.241,,0,0,,,,,81.81,1302.76,0.98,412424.69,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_2.d ,1,2.286,4.215,4.933,240416.38,3474239.27,100,100,100,0.241,,0,0,,,,,16.34,1054.11,0.98,449082.09,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_2hr_3.d ,1,2.283,4.214,4.93,235412.09,3473116.05,100,100,100,0.246,,0,0,,,,,100.39,984.3,0.98,472066.53,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_1.d ,1,2.27,4.228,4.917,220056.72,3931138.43,100,100,100,0.298,,0,0,,,,,62.69,781.68,0.98,603266,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_2.d ,1,2.286,4.219,4.933,274972.5,4115500.74,100,100,100,0.249,,0,607.33,,,,,99.5,797.62,0.99,318372.72,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_30min_3.d ,1,2.27,4.221,4.917,246606.67,4213677.73,100,100,100,0.285,,0,467.23,,,,,66.7,887.6,0.99,332199.22,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_1.d ,1,2.285,4.232,4.932,162394.61,2649256.18,100,100,100,0.272,,333,0,,,,,92.88,1568.27,0.96,469806.06,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_2.d ,1,3.313,4.233,5.17,605731,3053206,100,100,100,1.857,,0,656,0,656,,606056,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\PI_4hr_3.d ,1,2.284,4.217,4.931,231533.16,3449214.78,100,100,100,0.248,,0,686.78,,,,,161.64,1096.2,0.98,530364.94,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_1.d ,1,2.275,4.238,4.922,162301.83,2988600.57,100,100,100,0.307,,0,1539.98,,,,,40.64,1062.08,0.98,438756.13,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_2.d ,1,2.276,4.23,4.922,175439.73,3059476.58,100,100,100,0.291,,0,1670.65,,,,,101.11,1235.11,0.98,434876.66,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_3.d ,1,3.334,4.221,4.922,207618.13,3453805.4,100,100,100,0.277,,0,1229.4,,,,,108.82,1607.89,0.99,598183.63,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_4.d ,1,2.274,4.228,4.921,183755.93,3212495.21,100,100,100,0.291,,0,0,,,,,119.41,753.86,0.99,561547.38,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\220907_Pyc\std_5.d ,1,2.278,4.192,4.925,344202.18,4286458.58,100,100,100,0.208,,607.45,956.86,,,,,1008.52,820.47,0.96,506936.31,,,  ,146.0406,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-1.d ,1,1.704,2.479,5.039,73445.82,1102837.12,100,100,100,0.25,,0,0,,,,,97.31,0,0.48,72825.66,,,  ,156.9873,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-3.d ,1,1.812,2.458,3.4,583.5,6192.41,100,100,100,0.177,,0,0,,,,,0,0,0.88,691.34,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,1,1.69,2.747,5.025,349636.7,2401222.5,100,100,100,0.49,,0,576.31,,,,,43.91,69.25,0.16,496493.78,,,  ,146.0408,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-2.d ,1,1.733,2.636,4.344,670598,2138975,100,100,100,2.611,,0,1864,0,1864,,671243,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-3.d ,1,1.713,2.622,4.623,704084,2642999,100,100,100,2.91,,0,0,0,0,,704084,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-1.d ,1,1.688,2.632,5.023,286281.56,2311366.78,100,100,100,0.316,,0,0,,,,,17.94,24.83,0.18,171058.69,,,  ,141.0129,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-2.d ,1,1.703,2.623,5.038,193108.31,2162318.64,100,100,100,0.353,,0,0,,,,,0,4.83,0.26,387983.03,,,  ,141.0129,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-3.d ,1,1.703,2.626,5.038,193850.86,2322342.51,100,100,100,0.388,,0,0,,,,,28.19,14.38,0.2,320273,,,  ,141.0129,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-1.d ,1,1.699,2.643,5.034,274685.42,2438059.53,100,100,100,0.325,,0,0,,,,,25.16,0,0.12,162589.03,,,  ,237.0881,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-2.d ,1,1.703,2.627,5.037,186733.21,2059012.81,100,100,100,0.351,,0,0,,,,,31.06,0,0.18,307151.72,,,  ,146.0408,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-3.d ,1,1.914,2.607,4.325,668527.13,2453462.94,100,100,100,2.412,,0,0,0,0,,668527.13,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-1.d ,1,1.702,2.616,4.534,449644.75,2233525.82,100,100,100,2.833,,0,0,0,0,,449644.75,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-2.d ,1,1.702,2.617,5.037,202929.34,2488983.73,100,100,100,0.443,,0,0,,,,,0,13.07,0.28,488047.84,,,  ,141.0129,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-3.d ,1,1.701,2.623,5.035,197803.24,2368141.47,100,100,100,0.437,,0,0,,,,,20.03,0,0.22,350360.81,,,  ,141.0129,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-1.d ,1,1.705,2.446,5.039,93283.05,1192574.95,100,100,100,0.968,,0,0,,,,,116.72,43.63,0.34,134305.3,,,  ,156.9873,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-2.d ,1,1.706,2.449,5.041,93025.4,1012571.87,100,100,100,0.932,,0,0,,,,,292.25,24.34,0.43,193619.61,,,  ,156.9873,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-3.d ,1,1.704,2.449,5.039,78842.95,899443.4,100,100,100,0.19,,602.17,0,,,,,32.69,25.44,0.39,167482.81,,,  ,156.9873,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-1.d ,1,1.702,2.496,5.037,47832.47,684370.04,100,100,100,0.238,,0,0,,,,,132.63,0,0.65,92724.98,,,  ,156.9873,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-2.d ,1,1.558,2.102,4.186,185970,1980592,100,100,100,2.628,,0,408,0,408,,186054,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-3.d ,1,1.704,2.429,3.398,30.83,231.05,100,100,100,0.125,,0,0,,,,,40.81,0,-0.52,0,,,  ,248.9694,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero1.d ,1,1.691,2.437,5.035,88120.92,929621.04,100,100,100,0.176,,0,0,,,,,95.31,18,0.44,169002.78,,,  ,156.9873,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero2.d ,1,1.704,2.446,5.039,102120.77,1027559.76,100,100,100,0.942,,0,0,,,,,93.72,36.91,0.46,175868.77,,,  ,156.9873,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero3.d ,1,1.699,2.448,4.704,166434.59,826362.83,100,100,100,3.005,,1048.23,0,197.03,0,,166582.55,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\empty_0_1.d ,1,2.272,4.163,4.919,148056.79,4180068.31,100,100,100,0.471,,0,0,,,,,126.94,454.07,3.15,20727.79,,7.9,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_0_2.d ,1,2.279,4.132,4.932,106559.95,3923762.82,100,100,100,0.614,,0,0,,,,,26.7,576.55,3.14,64119.85,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_240_1.d ,1,2.28,4.139,4.927,60711.37,2213982.65,100,100,100,0.608,,0,0,,,,,63.33,164.89,3.35,25378.22,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_240_2.d ,1,2.274,4.151,4.921,60315.88,1948588.39,100,100,100,0.538,,0,0,,,,,20.05,172.83,3.31,11168.01,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_30_1.d ,1,2.275,4.152,4.921,118546.11,3717028.59,100,100,100,0.523,,0,0,,,,,114.64,416.43,3.17,22131.06,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_30_2.d ,1,2.272,4.161,4.918,103703.4,2951228.43,100,100,100,0.474,,0,0,,,,,53.64,274.72,3.14,11905.85,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_1.d ,1,2.279,4.1,4.925,84838.41,3769146.48,100,100,100,0.74,,0,0,,,,,0,239.84,3.31,243826.77,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_2.d ,1,2.277,4.124,4.924,95044.74,3689965.96,100,100,100,0.647,,0,0,,,,,13.69,255.62,3.31,53196.09,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_60_1.d ,1,2.279,4.147,4.926,970.39,34780.74,100,100,100,0.597,,0,0,,,,,32.78,43.94,3.46,819,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_1.d ,1,2.284,4.112,4.931,115435.4,4794435.08,100,100,100,0.692,,0,1101.29,,,,,87.91,602.99,3.22,195047.03,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_2.d ,1,2.282,4.116,4.929,120282.74,4887822.4,100,100,100,0.677,,0,0,,,,,131.2,561.81,3.25,147833.77,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_120_1.d ,1,2.285,4.106,4.931,75684.14,3345972.03,100,100,100,0.737,,0,0,,,,,29.48,169.72,3.3,227874.78,,,  ,248.9721,,,,,,,,,,,
