Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI,Keq
WP_000003829.1,1.2.4.1,Escherichia coli,R21,Pyruvate dehydrogenase (acetyl-transferring),R01699,MRL,C00022; C15972,C00011; C16255,Km_C00011: 0.413209707; Km_C16255: 0.302165031; Km_C00022: 0.38795; Km_C15972: 0.014058916,Kcat_F: 21.3131172045; Kcat_R: 3.5914396455000004,C00022;C00003;C15972;C00004;C00011;C00024;C00010;C16255;C05125;C00068;C00080,C15972_KI: 0.014058916;C00003_KI: 0.064532936;C00004_KI: 0.029656347;C00068_KI: 0.005806968;C00011_KI: 0.413209707;C00010_KI: 0.040530939;C05125_KI: 0.008422038;C16255_KI: 0.302165031;C00024_KI: 0.036603667;C00022_KI: 0.37054348;C00080_KI: 0.307893664,Keq: 1
WP_000003829.1,1.2.4.1,Escherichia coli,R22,Pyruvate dehydrogenase (acetyl-transferring),R00014,MRL,C00022; C00068,C00011; C05125,Km_C00011: 0.413209707; Km_C05125: 0.008422038; Km_C00022: 0.38795; Km_C00068: 0.00158,Kcat_F: 20.805219947999998; Kcat_R: 3.9121252725,C00022;C00003;C15972;C00004;C00011;C00024;C00010;C16255;C05125;C00068;C00080,C15972_KI: 0.014058916;C00003_KI: 0.064532936;C00004_KI: 0.029656347;C00068_KI: 0.005806968;C00011_KI: 0.413209707;C00010_KI: 0.040530939;C05125_KI: 0.008422038;C16255_KI: 0.302165031;C00024_KI: 0.036603667;C00022_KI: 0.37054348;C00080_KI: 0.307893664,Keq: 42428.37004698428
WP_000003829.1,1.2.4.1,Escherichia coli,R23,Pyruvate dehydrogenase (acetyl-transferring),R00209,MRL,C00003; C00010; C00022,C00004; C00011; C00024; C00080,Km_C00004: 0.029656347; Km_C00011: 0.413209707; Km_C00024: 0.036603667; Km_C00080: 0.307893664; Km_C00003: 0.064532936; Km_C00010: 0.040530939; Km_C00022: 0.38795,Kcat_F: 15.722195232666666; Kcat_R: 4.4501311973333335,C00022;C00003;C15972;C00004;C00011;C00024;C00010;C16255;C05125;C00068;C00080,C15972_KI: 0.014058916;C00003_KI: 0.064532936;C00004_KI: 0.029656347;C00068_KI: 0.005806968;C00011_KI: 0.413209707;C00010_KI: 0.040530939;C05125_KI: 0.008422038;C16255_KI: 0.302165031;C00024_KI: 0.036603667;C00022_KI: 0.37054348;C00080_KI: 0.307893664,Keq: 998855.9306379288
WP_000003829.1,1.2.4.1,Escherichia coli,R24,Pyruvate dehydrogenase (acetyl-transferring),R03270,MRL,C05125; C15972,C00068; C16255,Km_C00068: 0.00158; Km_C16255: 0.302165031; Km_C05125: 0.008422038; Km_C15972: 0.014058916,Kcat_F: 3.9213992214999998; Kcat_R: 3.092816338,C00022;C00003;C15972;C00004;C00011;C00024;C00010;C16255;C05125;C00068;C00080,C15972_KI: 0.014058916;C00003_KI: 0.064532936;C00004_KI: 0.029656347;C00068_KI: 0.005806968;C00011_KI: 0.413209707;C00010_KI: 0.040530939;C05125_KI: 0.008422038;C16255_KI: 0.302165031;C00024_KI: 0.036603667;C00022_KI: 0.37054348;C00080_KI: 0.307893664,Keq: 1
WP_000102485.1,1.8.1.4,Escherichia coli,R29,Dihydrolipoyl dehydrogenase,R08550,MRL,C00003; C16832,C00004; C00080; C16237,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C16237: 0.063766681; Km_C00003: 0.089765757; Km_C16832: 0.118229039,Kcat_F: 82.215055545; Kcat_R: 162.925253535,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 1
WP_000102485.1,1.8.1.4,Escherichia coli,R30,Dihydrolipoyl dehydrogenase,R03815,MRL,C00003; C02972,C00004; C00080; C02051,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C02051: 0.11206942166666667; Km_C00003: 0.089765757; Km_C02972: 0.11206942166666667,Kcat_F: 117.9162304; Kcat_R: 278.5808072,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 1
WP_000102485.1,1.8.1.4,Escherichia coli,R31,Dihydrolipoyl dehydrogenase,R07618,MRL,C00003; C15973,C00004; C00080; C15972,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C15972: 0.056440994; Km_C00003: 0.089765757; Km_C15973: 0.070260912,Kcat_F: 78.4412052; Kcat_R: 212.9897004,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 1
WP_000102485.1,1.8.1.4,Escherichia coli,R32,Dihydrolipoyl dehydrogenase,R00209,MRL,C00003; C00010; C00022,C00004; C00011; C00024; C00080,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00024: 0.026133817; Km_C00080: 0.225048855; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00022: 0.3933333333333333,Kcat_F: 231.67734093333334; Kcat_R: 276.38021813333336,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 998855.9306379288
WP_000102485.1,1.8.1.4,Escherichia coli,R33,Dihydrolipoyl dehydrogenase,R01221,MRL,C00003; C00037; C00101,C00004; C00011; C00014; C00080; C00143,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00014: 0.673851371; Km_C00080: 0.225048855; Km_C00143: 0.019876115; Km_C00003: 0.089765757; Km_C00037: 0.678076088; Km_C00101: 0.028163046,Kcat_F: 97.07549719000001; Kcat_R: 292.699911325,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 0.00014118454869627972
WP_000102485.1,1.8.1.4,Escherichia coli,R34,Dihydrolipoyl dehydrogenase,R01698,MRL,C00003; C00579,C00004; C00080; C00248,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C00248: 0.415237725; Km_C00003: 0.089765757; Km_C00579: 0.12833333333333335,Kcat_F: 163.37561235; Kcat_R: 280.4232664,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 0.5285963120718694
WP_000102485.1,1.8.1.4,Escherichia coli,R35,Dihydrolipoyl dehydrogenase,R01933,MRL,C00003; C00010; C00322,C00004; C00011; C00080; C00527,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00080: 0.225048855; Km_C00527: 0.020277608; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00322: 0.116938278,Kcat_F: 236.21170506666667; Kcat_R: 267.36655713333334,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 553075.811271694
WP_000102485.1,1.8.1.4,Escherichia coli,R36,Dihydrolipoyl dehydrogenase,R08549,MRL,C00003; C00010; C00026,C00004; C00011; C00080; C00091,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00080: 0.225048855; Km_C00091: 0.020413773; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00026: 0.162106812,Kcat_F: 255.59684769999998; Kcat_R: 266.91155656666666,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278,Keq: 88228.45482994754
WP_000963518.1,2.3.1.12,Escherichia coli,R49,Dihydrolipoyllysine-residue acetyltransferase,R02569,MRL,C00024; C15973,C00010; C16255,Km_C00010: 0.031586375; Km_C16255: 0.18516545; Km_C00024: 0.026032073; Km_C15973: 0.013259572,Kcat_F: 17.828021274999998; Kcat_R: 22.70772977,C00022;C15973;C00003;C00004;C00011;C00024;C00010;C16255;C00080,C00010_KI: 0.031586375;C00003_KI: 0.026235035;C00022_KI: 0.168190986;C00024_KI: 0.026032073;C00080_KI: 0.221310824;C16255_KI: 0.18516545;C00004_KI: 0.023208896;C15973_KI: 0.013259572;C00011_KI: 0.280183613,Keq: 1
WP_000963518.1,2.3.1.12,Escherichia coli,R50,Dihydrolipoyllysine-residue acetyltransferase,R00209,MRL,C00003; C00010; C00022,C00004; C00011; C00024; C00080,Km_C00004: 0.023208896; Km_C00011: 0.280183613; Km_C00024: 0.026032073; Km_C00080: 0.221310824; Km_C00003: 0.026235035; Km_C00010: 0.031586375; Km_C00022: 0.168190986,Kcat_F: 26.416886086666665; Kcat_R: 29.571134916666665,C00022;C15973;C00003;C00004;C00011;C00024;C00010;C16255;C00080,C00010_KI: 0.031586375;C00003_KI: 0.026235035;C00022_KI: 0.168190986;C00024_KI: 0.026032073;C00080_KI: 0.221310824;C16255_KI: 0.18516545;C00004_KI: 0.023208896;C15973_KI: 0.013259572;C00011_KI: 0.280183613,Keq: 998855.9306379288
WP_001295272.1,1.1.1.37,Escherichia coli,R61,Malate dehydrogenase,R00342,MRL,C00003; C00149,C00004; C00036; C00080,Km_C00004: 0.061; Km_C00036: 0.0445; Km_C00080: 1.627506971; Km_C00003: 0.105280019; Km_C00149: 0.00012,Kcat_F: 3.0071600060000003; Kcat_R: 467.479811568,C02441;C00003;C00004;C00024;C00036;C00010;C00149;C00741;C11592;C00002;C00209;C00080,C00741_KI: 0.211944282;C00080_KI: 1.627506971;C00036_KI: 0.066584691;C00149_KI: 0.161660373;C00003_KI: 0.105280019;C02441_KI: 0.095263213;C00024_KI: 0.036240213;C00209_KI: 0.177507535;C00004_KI: 0.034674671;C00002_KI: 0.045088965;C00010_KI: 0.03518714;C11592_KI: 0.23608527936363635,Keq: 2.2614869409243306e-05
WP_000069410.1,2.7.9.2,Escherichia coli,R71,"Pyruvate, water dikinase",R00199,MRL,C00001; C00002; C00022,C00009; C00020; C00074,Km_C00009: 1.4596771; Km_C00020: 0.023508446; Km_C00074: 0.141774222; Km_C00001: 0.2813887; Km_C00002: 0.021786314; Km_C00022: 0.083,Kcat_F: 4.470776205666667; Kcat_R: 4.215818079333333,C00022;C00008;C00020;C00026;C00001;C00036;C00209;C00742;C00002;C16487;C00009;C00074,C00209_KI: 0.194728702;C00002_KI: 0.021786314;C00742_KI: 0.482464641;C00074_KI: 0.141774222;C00022_KI: 0.196769923;C00036_KI: 0.119141854;C00020_KI: 0.023508446;C00026_KI: 0.239058182;C00008_KI: 0.026302056;C00009_KI: 1.4596771;C16487_KI: 0.2896909218181818;C00001_KI: 0.2813887,Keq: 7.370111364902889
WP_001265681.1,4.1.1.49,Escherichia coli,R76,Phosphoenolpyruvate carboxykinase (atp),R00341,MRL,C00002; C00036,C00008; C00011; C00074,Km_C00008: 0.087266445; Km_C00011: 5.647358418; Km_C00074: 2.1575; Km_C00002: 0.061518487; Km_C00036: 0.67,Kcat_F: 5.82892086; Kcat_R: 4.168236641,C00008;C00011;C00036;C00002;C00074,C00011_KI: 5.647358418;C00036_KI: 0.513840139;C00002_KI: 0.061518487;C00008_KI: 0.087266445;C00074_KI: 0.426584542,Keq: 0.013703140825955655
WP_000066639.1,4.2.1.2,Escherichia coli,R79,Fumarate hydratase,R01082,MRL,C00149,C00001; C00122,Km_C00001: 6.656438828; Km_C00122: 0.910608768; Km_C00149: 1.7,Kcat_F: 55.60223539; Kcat_R: 2921.884996635,C00149;C00001;C00122,C00122_KI: 0.910608768;C00001_KI: 6.656438828;C00149_KI: 1.095330358,Keq: 0.25101855338099716
WP_001005579.1,4.1.1.31,Escherichia coli,R110,Phosphoenolpyruvate carboxylase,R00345,MRL,C00009; C00036,C00001; C00011; C00074,Km_C00001: 0.812425554; Km_C00011: 1.559197068; Km_C00074: 0.19; Km_C00009: 1.123651147; Km_C00036: 0.484438777,Kcat_F: 1.9991497465; Kcat_R: 182.13826616166668,C13563;C00008;C00011;C00001;C00036;C00149;C00158;C00044;C16433;C00002;C00049;C00009;C00074,C00074_KI: 0.505822182;C00008_KI: 0.061705783;C13563_KI: 0.7032153944545455;C00009_KI: 1.123651147;C00036_KI: 0.484438777;C00002_KI: 0.063583925;C00044_KI: 0.068974599;C00149_KI: 0.898081243;C00158_KI: 0.988170266;C00049_KI: 1.169318795;C16433_KI: 0.7032153944545455;C00001_KI: 0.812425554;C00011_KI: 1.559197068,Keq: 8.730133459842129e-08
WP_000091148.1,2.7.1.40,Escherichia coli,R130,Pyruvate kinase,R00200,MRL,C00002; C00022,C00008; C00074,Km_C00008: 0.051032659; Km_C00074: 0.144000247; Km_C00002: 0.044206705; Km_C00022: 0.87643075,Kcat_F: 10.6279720875; Kcat_R: 7.9375634995,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 4.102500437533981e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R131,Pyruvate kinase,R00430,MRL,C00022; C00044,C00035; C00074,Km_C00035: 0.031300213; Km_C00074: 0.144000247; Km_C00022: 0.87643075; Km_C00044: 0.055115532,Kcat_F: 6.149742624; Kcat_R: 3.753631475,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 1.3977566189344776e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R132,Pyruvate kinase,R00572,MRL,C00022; C00063,C00074; C00112,Km_C00074: 0.144000247; Km_C00112: 0.036078647; Km_C00022: 0.87643075; Km_C00063: 0.066866696,Kcat_F: 8.4072842075; Kcat_R: 9.3889003745,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 4.548142427643802e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R133,Pyruvate kinase,R00659,MRL,C00022; C00075,C00015; C00074,Km_C00015: 0.152999684; Km_C00074: 0.144000247; Km_C00022: 0.87643075; Km_C00075: 0.223727554,Kcat_F: 6.6693660065; Kcat_R: 5.188231512,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 3.4618394465876975e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R134,Pyruvate kinase,R00724,MRL,C00022; C00081,C00074; C00104,Km_C00074: 0.144000247; Km_C00104: 0.055906694; Km_C00022: 0.87643075; Km_C00081: 0.071252503,Kcat_F: 8.4022360785; Kcat_R: 8.0710157245,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 6.947629964764243e-05
WP_000091148.1,2.7.1.40,Escherichia coli,R135,Pyruvate kinase,R01138,MRL,C00022; C00131,C00074; C00206,Km_C00074: 0.144000247; Km_C00206: 0.018646972; Km_C00022: 0.87643075; Km_C00131: 0.016942503,Kcat_F: 6.3872338345; Kcat_R: 4.48425701,C00286;C05625;C00035;C00044;C00389;C00075;C00361;C00131;C00041;C00158;C00454;C00009;C00104;C00122;C00008;C00015;C00026;C00063;C00302;C00209;C00074;C01401;C00022;C00025;C00112;C00201;C00206;C00002;C00081;C00091,C00075_KI: 0.223727554;C00112_KI: 0.036078647;C00008_KI: 0.051032659;C00091_KI: 0.033106904;C00041_KI: 1.001196623;C00302_KI: 1.237834454;C00206_KI: 0.018646972;C00063_KI: 0.066866696;C00104_KI: 0.055906694;C01401_KI: 1.001196623;C00389_KI: 0.008297376;C00201_KI: 0.3355317063571429;C00131_KI: 0.016942503;C00122_KI: 0.454898477;C05625_KI: 0.031311039;C00044_KI: 0.055115532;C00286_KI: 0.020049427;C00026_KI: 0.352110684;C00015_KI: 0.152999684;C00454_KI: 0.3355317063571429;C00361_KI: 0.019646076;C00209_KI: 0.660195351;C00158_KI: 0.496947676;C00081_KI: 0.071252503;C00074_KI: 0.144000247;C00009_KI: 0.995755255;C00022_KI: 0.87643075;C00002_KI: 0.044206705;C00035_KI: 0.031300213;C00025_KI: 1.237834454,Keq: 0.00010749507802838257
