sample,malate,pyruvate,serine,glycine,NADH,coa,acetylcoa,succinate,fumarate,citrate,atp,glyoxylate,alanine,aspartate,lysine,valine,oxobutanoate,hydroxyglutarate
00_8hr,0.02997254,0.49804504868171406,0.7598256120253986,1.196615997959396e-05,1.7219082973052913,0.000440087,0.579944415,0.00019284,0.006125319,0.7188028101429055,0.36206008951204055,0.001069365,0.001582812,9.101535887355882e-05,5.73084012883021e-05,0.000247891,0.002571638,0.4265318475597728
0P_8hr,0.1500820696196263,0.036887966,0.7233162038445196,1.196615997959396e-05,1.7205005917038994,0.000440087,0.5012760138040778,0.000275485,0.014121657324939028,0.2139143139240545,0.000378755,0.001069365,0.0029378,9.101535887355882e-05,0.000584569,0.013585789983831947,0.002571638,0.22013396044782507
0P_4hr,0.061564706,0.1036973805859883,0.39741758777340497,1.196615997959396e-05,0.879706441,0.000440087,0.3343939168706729,0.000275485,0.007711654,0.16589953086341502,0.029762090462610902,0.001069365,0.00249609,9.101535887355882e-05,0.00133318,0.00084283,0.002571638,0.14857862236668948
E_N_0_20x,3.2662486704361e-05,0.000246846,3.941822183039695e-05,1.196615997959396e-05,2.1076256811799914e-06,0.044116134903354136,0.000419565,0.000275485,2.461135896293576e-05,2.714464585387778e-05,3.78754752851711e-05,0.001069365,1.8519242286604778e-06,9.101535887355883e-06,5.730840128830211e-06,2.478911084660751e-05,0.000257164,0.000617583
E_N_1_20x,3.2662486704361e-05,0.000246846,3.941822183039695e-05,1.196615997959396e-05,2.1076256811799914e-06,0.047383598,0.042396585,0.000275485,2.461135896293576e-05,2.714464585387778e-05,3.78754752851711e-05,0.001069365,1.8519242286604777e-05,9.101535887355883e-06,5.730840128830211e-06,0.000247891,0.000257164,0.000617583
E_N_2_20x,3.2662486704361e-05,0.000246846,3.941822183039695e-05,1.196615997959396e-05,2.1076256811799914e-06,0.044207797,0.042021495,0.000275485,2.461135896293576e-05,2.714464585387778e-05,3.78754752851711e-05,0.001069365,1.8519242286604777e-05,9.101535887355883e-06,5.730840128830211e-06,2.478911084660751e-05,0.000257164,0.000617583
E_N_3_20x,3.2662486704361e-05,0.000246846,3.941822183039695e-05,1.196615997959396e-05,2.1076256811799914e-06,0.000440087,0.041994515789355855,0.000275485,2.461135896293576e-05,2.714464585387778e-05,3.78754752851711e-05,0.001069365,1.8519242286604778e-06,9.101535887355883e-06,5.730840128830211e-06,2.478911084660751e-05,0.000257164,0.000617583
E_N_4_20x,3.2662486704361e-05,0.000246846,3.941822183039695e-05,1.196615997959396e-05,2.1076256811799914e-06,0.047001435,0.042231966,0.000275485,2.461135896293576e-05,2.714464585387778e-05,3.78754752851711e-05,0.001069365,1.8519242286604778e-06,9.101535887355883e-06,5.730840128830211e-06,0.000247891,0.000257164,0.000617583
HCT,0.42221611,0.000246846,0.000157673,0.02272076,2.1076256811799917e-05,0.3737679009402672,0.3964172289975545,0.7504532619249412,0.025560575,0.1904062150519179,0.068282315,0.001069365,0.18189886205332537,0.015307401960698117,5.730840128830211e-06,0.7325370170012236,0.002571638,0.3100561478084599
HCT_dil,0.04962373,2.6933117965930844,0.000394182,1.196615997959396e-05,2.1076256811799917e-05,0.086393392,1.1059872500565813,0.1861647729330643,0.011841853910888408,0.3294491735267026,0.9281498003802282,0.001069365,0.046913942,9.101535887355882e-05,0.028796507,0.2052503131528197,0.002571638,0.059770306
NI_0min,0.000326625,0.002468464,0.000394182,1.196615997959396e-05,0.002507537,0.057102648,0.053786306936883986,0.000275485,0.002906631,0.008435534,0.000378755,0.001069365,1.8519242286604778e-06,9.101535887355882e-05,5.730840128830211e-06,0.000247891,0.002571638,0.000617583
NI_1hr,0.000326625,0.17133827848549865,0.000157673,1.196615997959396e-05,1.6319398453567766,0.3627782779576297,1.250801861277245,0.000275485,0.004110932,0.2818402672087039,0.8148525316856782,0.001069365,1.8519242286604778e-06,9.101535887355882e-05,0.013883235770308545,0.090936229,0.002571638,0.000617583
NI_2hr,0.006991851,0.259594259,0.000394182,1.196615997959396e-05,2.127068872897255,0.5733240699551777,1.745742704258954,0.000275485,0.005048325,0.3874027660669337,0.9986901021863118,0.001069365,1.8519242286604778e-06,9.101535887355882e-05,0.016409267,0.13322792000633327,0.001800147,0.000617583
NI_30min,0.000326625,0.22447083067475235,0.000275928,1.196615997959396e-05,2.179169930465868,0.4544585716676532,1.4959594693136191,0.000275485,0.003906758,0.36446870949143634,1.0192927574461343,0.001069365,1.2963469600623344e-05,9.101535887355882e-05,0.0134281,0.10877433599025195,0.001028655,0.000617583
NI_4hr,0.041618784,0.24181040621585814,0.000394182,1.196615997959396e-05,2.025661317526765,0.685610108,1.7828508820065674,0.000275485,0.007253649,0.3875720428809882,0.8213780774714828,0.001069365,1.8519242286604778e-06,9.101535887355882e-05,0.013769689084259023,0.14904296377982745,0.002571638,0.000617583
N_00,0.060465552,1.1796755165179265,0.000394182,1.196615997959396e-05,0.2718795475781049,0.43397371016859726,0.046152896,0.1850889707355982,0.008379073,0.071649363,3.78754752851711e-05,0.001069365,0.072248307,0.026455748113770272,5.730840128830211e-05,0.3541901212997466,0.002571638,0.24271065838483208
N_01,0.070301633,1.244532367,0.000394182,1.196615997959396e-05,0.3334698870916222,0.24723787442245782,0.099674673,0.20247026193003878,0.008865239,0.039422853895809504,3.78754752851711e-05,0.001069365,0.06758915,0.023910576,5.730840128830211e-05,0.32921723446207235,0.002571638,0.2336513655897523
N_02,0.1103729130691287,1.1899135287751021,0.000394182,1.196615997959396e-05,0.3048176001940475,0.1378087416302647,0.15954678410070328,0.23786795001090605,0.011115309319944996,0.048349789,3.78754752851711e-05,0.001069365,0.0737188,0.023708133,5.730840128830211e-05,0.3402054563358412,0.002571638,0.2180253486140494
N_03,0.00897043,0.2921500305242122,0.000394182,1.196615997959396e-05,0.008182337,0.056069442,0.055302002,0.020513702571812842,0.005389412,0.000271446,3.78754752851711e-05,0.001069365,0.017017881,9.101535887355884e-05,5.730840128830211e-05,0.033040024,0.002571638,0.13380429272611555
N_04,0.23008291741847137,1.270449583,0.000394182,1.196615997959396e-05,0.286509419,0.13220512387551175,0.15437260280779136,0.154844945,0.017812916225538745,0.057870653,3.78754752851711e-05,0.001069365,0.065869651,0.007443518,5.730840128830211e-05,0.3043466845924183,0.002571638,0.2488496586928722
N_05,0.27377712418019196,1.1846219402062472,0.000394182,1.196615997959396e-05,0.2791725610396259,0.12103574358534121,0.16470008973815406,0.19593212419844644,0.020376337645602843,0.059287167327277505,3.78754752851711e-05,0.001069365,0.063127482,0.00470371,5.730840128830211e-05,0.27735863216144657,0.002571638,0.17803441904883258
N_06,0.2934234494162838,0.9592191852907767,0.000394182,1.196615997959396e-05,0.24445722735686334,0.13765439771605817,0.14927084405463573,0.1861855346494091,0.02074136,0.048456757,3.78754752851711e-05,0.001069365,0.065886972,0.002937362,5.730840128830211e-05,0.28302610252400323,0.002571638,0.15485924406037585
N_07,0.000326625,0.002468464,0.000394182,1.196615997959396e-05,2.1076256811799914e-05,0.40497196273175295,0.055460683385937674,0.019488793,0.004173285,0.06752072,3.78754752851711e-05,0.001069365,0.057720981,0.013499682217401594,5.730840128830211e-05,0.2689877158601699,0.002571638,0.2537016267013633
N_N_0_20x,3.2662486704361e-05,0.000246846,3.941822183039695e-05,1.196615997959396e-05,2.1076256811799914e-06,0.000440087,0.042050712,0.000275485,2.461135896293576e-05,2.714464585387778e-05,3.78754752851711e-05,0.001069365,1.8519242286604777e-05,9.101535887355883e-06,5.730840128830211e-06,0.000247891,0.000257164,0.000617583
N_N_1_20x,3.2662486704361e-05,0.000246846,3.941822183039695e-05,1.196615997959396e-05,2.1076256811799914e-06,0.045829973,0.042335282574171844,0.000275485,2.461135896293576e-05,2.714464585387778e-05,3.78754752851711e-05,0.001069365,1.8519242286604777e-05,9.101535887355883e-06,5.730840128830211e-06,0.000247891,0.000257164,0.000617583
N_N_2_20x,3.2662486704361e-05,0.000246846,3.941822183039695e-05,1.196615997959396e-05,2.1076256811799914e-06,0.045920824,0.042203272,0.000275485,2.461135896293576e-05,2.714464585387778e-05,3.78754752851711e-05,0.001069365,1.8519242286604777e-05,9.101535887355883e-06,5.730840128830211e-06,0.000247891,0.000257164,0.000617583
N_N_3_20x,3.2662486704361e-05,0.000246846,3.941822183039695e-05,1.196615997959396e-05,2.1076256811799914e-06,0.046685342,0.042336329,0.000275485,2.461135896293576e-05,2.714464585387778e-05,3.78754752851711e-05,0.001069365,1.8519242286604777e-05,9.101535887355883e-06,5.730840128830211e-06,0.000247891,0.000257164,0.000617583
