Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
,1.1.1.49,,R44,Glucose-6-phosphate dehydrogenase (nadp+),R00835,MRL,C00006; C00092,C00005; C00080; C01236,Km_C00005: 0.008727341890335; Km_C00080: 1.316865086555481; Km_C01236: 0.1313621550798416; Km_C00006: 11600.005874999999; Km_C00092: 0.1,Kcat_F: 93.75483667454246; Kcat_R: 13.762947082083844,C00005;C00080;C01172;C00092;C01236;C00006,C00092_KI: 0.2009773850440979;C01236_KI: 0.1313621550798416;C00005_KI: 0.008727341890335;C00006_KI: 0.4144829921424389;C01172_KI: 0.4144829921424389;C00080_KI: 1.316865086555481
,1.1.1.49,,R45,Glucose-6-phosphate dehydrogenase (nadp+),R02736,MRL,C00006; C01172,C00005; C00080; C01236,Km_C00005: 0.008727341890335; Km_C00080: 1.316865086555481; Km_C01236: 0.1313621550798416; Km_C00006: 11600.005874999999; Km_C01172: 2900.365707395881,Kcat_F: 174.0; Kcat_R: 13.762947082083844,C00005;C00080;C01172;C00092;C01236;C00006,C00092_KI: 0.2009773850440979;C01236_KI: 0.1313621550798416;C00005_KI: 0.008727341890335;C00006_KI: 0.4144829921424389;C01172_KI: 0.4144829921424389;C00080_KI: 1.316865086555481
,1.2.1.12,,R46,Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating),R01061,MRL,C00003; C00009; C00118,C00004; C00080; C00236,Km_C00004: 1.1007901765406132; Km_C00080: 2.130417585372925; Km_C00236: 1.1007901765406132; Km_C00003: 0.0711627677083015; Km_C00009: 1.1007901765406132; Km_C00118: 1.1007901765406132,Kcat_F: 9.567463624976444; Kcat_R: 56.755120681519195,C00009;C00074;C00080;C01159;C00002;C00020;C00575;C00661;C03444;C00118;C00008;C11215;C01478;C00003;C00236;C00004,C00003_KI: 0.0711627677083015;C00118_KI: 0.7812750957906246;C00020_KI: 0.7812750957906246;C00002_KI: 0.0356713272631168;C00661_KI: 0.3554740250110626;C01478_KI: 1.3136497735977173;C00236_KI: 0.7812750957906246;C03444_KI: 0.7812750957906246;C00008_KI: 0.7812750957906246;C01159_KI: 0.7812750957906246;C00074_KI: 0.7812750957906246;C00080_KI: 2.130417585372925;C00009_KI: 0.7812750957906246;C11215_KI: 0.7812750957906246;C00004_KI: 0.7812750957906246;C00575_KI: 0.7812750957906246
,6.3.1.2,,R47,Glutamine synthetase,R00253,MRL,C00002; C00014; C00025,C00008; C00009; C00064,Km_C00008: 0.17491374164819715; Km_C00009: 0.17491374164819715; Km_C00064: 0.17491374164819715; Km_C00002: 0.0806649476289749; Km_C00014: 0.2691625356674194; Km_C00025: 0.17491374164819715,Kcat_F: 55.172193083849606; Kcat_R: 56.755120681519195,C00037;C00020;C00135;C00352;C00014;C00065;C00716;C00064;C00169;C00002;C04650;C00008;C01401;C00025;C00041;C00806;C00078;C00009;C00063;C00768,C04650_KI: 0.5155268332787922;C01401_KI: 0.5155268332787922;C00002_KI: 0.0806649476289749;C00008_KI: 0.5155268332787922;C00065_KI: 0.5155268332787922;C00078_KI: 0.5155268332787922;C00037_KI: 1.0811163187026978;C00063_KI: 0.1251793950796127;C00009_KI: 0.5155268332787922;C00135_KI: 0.2463623434305191;C00020_KI: 0.5155268332787922;C00806_KI: 0.5155268332787922;C00025_KI: 0.5155268332787922;C00768_KI: 0.5155268332787922;C00169_KI: 0.5155268332787922;C00352_KI: 0.5155268332787922;C00064_KI: 0.5155268332787922;C00014_KI: 0.2691625356674194;C00716_KI: 0.779110312461853;C00041_KI: 1.0270919799804688
,1.4.1.4,,R48,Glutamate dehydrogenase (nadp+),R00248,MRL,C00001; C00006; C00025,C00005; C00014; C00026; C00080,Km_C00005: 0.06; Km_C00014: 12.927950859069824; Km_C00026: 0.68; Km_C00080: 6.901434421539307; Km_C00001: 13.662214256121825; Km_C00006: 47.741686; Km_C00025: 13.662214256121825,Kcat_F: 27.0; Kcat_R: 26.312134073241072,C00005;C00161;C00001;C00080;C00026;C00025;C00014;C00006;C00003;C05167;C00004,C00080_KI: 6.901434421539307;C00003_KI: 0.1065345257520675;C05167_KI: 4.153993337601423;C00005_KI: 0.0440341047942638;C00014_KI: 12.927950859069824;C00001_KI: 4.153993337601423;C00025_KI: 4.153993337601423;C00161_KI: 4.153993337601423;C00006_KI: 4.153993337601423;C00026_KI: 0.790012776851654;C00004_KI: 4.153993337601423
,1.4.1.4,,R49,Glutamate dehydrogenase (nadp+),R00145,MRL,C00001; C00003; C05167,C00004; C00014; C00080; C00161,Km_C00004: 6.6453066021203995; Km_C00014: 12.927950859069824; Km_C00080: 6.901434421539307; Km_C00161: 6.6453066021203995; Km_C00001: 6.6453066021203995; Km_C00003: 0.1065345257520675; Km_C05167: 6.6453066021203995,Kcat_F: 17.221252902309487; Kcat_R: 31.373138562713887,C00005;C00161;C00001;C00080;C00026;C00025;C00014;C00006;C00003;C05167;C00004,C00080_KI: 6.901434421539307;C00003_KI: 0.1065345257520675;C05167_KI: 4.153993337601423;C00005_KI: 0.0440341047942638;C00014_KI: 12.927950859069824;C00001_KI: 4.153993337601423;C00025_KI: 4.153993337601423;C00161_KI: 4.153993337601423;C00006_KI: 4.153993337601423;C00026_KI: 0.790012776851654;C00004_KI: 4.153993337601423
,1.4.1.4,,R50,Glutamate dehydrogenase (nadp+),R00146,MRL,C00001; C00006; C05167,C00005; C00014; C00080; C00161,Km_C00005: 0.06; Km_C00014: 12.927950859069824; Km_C00080: 6.901434421539307; Km_C00161: 16.907767820152284; Km_C00001: 16.907767820152284; Km_C00006: 47.741686; Km_C05167: 16.907767820152284,Kcat_F: 27.0; Kcat_R: 28.05987404679789,C00005;C00161;C00001;C00080;C00026;C00025;C00014;C00006;C00003;C05167;C00004,C00080_KI: 6.901434421539307;C00003_KI: 0.1065345257520675;C05167_KI: 4.153993337601423;C00005_KI: 0.0440341047942638;C00014_KI: 12.927950859069824;C00001_KI: 4.153993337601423;C00025_KI: 4.153993337601423;C00161_KI: 4.153993337601423;C00006_KI: 4.153993337601423;C00026_KI: 0.790012776851654;C00004_KI: 4.153993337601423
,3.5.1.2,,R51,Glutaminase,R00256,MRL,C00001; C00064,C00014; C00025,Km_C00014: 1.763388991355896; Km_C00025: 1.763388991355896; Km_C00001: 1.763388991355896; Km_C00064: 1.763388991355896,Kcat_F: 56.755120681519195; Kcat_R: 13.520009761857844,C00217;C00064;C00001;C00025;C00241;C00014;C00819;C00060,C00060_KI: 0.9342139437794685;C00217_KI: 0.9342139437794685;C00025_KI: 0.9342139437794685;C00001_KI: 0.9342139437794685;C00064_KI: 0.9342139437794685;C00014_KI: 1.763388991355896;C00241_KI: 0.9342139437794685;C00819_KI: 0.105038896203041
,3.5.1.2,,R52,Glutaminase,R01579,MRL,C00001; C00819,C00014; C00217,Km_C00014: 1.763388991355896; Km_C00217: 0.9342139437794685; Km_C00001: 0.9342139437794685; Km_C00819: 0.105038896203041,Kcat_F: 4.804268549641161; Kcat_R: 13.520009761857844,C00217;C00064;C00001;C00025;C00241;C00014;C00819;C00060,C00060_KI: 0.9342139437794685;C00217_KI: 0.9342139437794685;C00025_KI: 0.9342139437794685;C00001_KI: 0.9342139437794685;C00064_KI: 0.9342139437794685;C00014_KI: 1.763388991355896;C00241_KI: 0.9342139437794685;C00819_KI: 0.105038896203041
,3.5.1.2,,R53,Glutaminase,R06134,MRL,C00001; C00241,C00014; C00060,Km_C00014: 1.763388991355896; Km_C00060: 1.763388991355896; Km_C00001: 1.763388991355896; Km_C00241: 1.763388991355896,Kcat_F: 56.755120681519195; Kcat_R: 13.520009761857844,C00217;C00064;C00001;C00025;C00241;C00014;C00819;C00060,C00060_KI: 0.9342139437794685;C00217_KI: 0.9342139437794685;C00025_KI: 0.9342139437794685;C00001_KI: 0.9342139437794685;C00064_KI: 0.9342139437794685;C00014_KI: 1.763388991355896;C00241_KI: 0.9342139437794685;C00819_KI: 0.105038896203041
,1.4.1.13,,R54,Glutamate synthase (nadph),R00114,MRL,C00006; C00025,C00005; C00026; C00064; C00080,Km_C00005: 0.007966666666666667; Km_C00026: 0.24; Km_C00064: 1.2593584523095025; Km_C00080: 3.530108690261841; Km_C00006: 1.2593584523095025; Km_C00025: 1.2593584523095025,Kcat_F: 56.755120681519195; Kcat_R: 10.108265773604492,C00005;C00064;C00080;C00026;C00025;C00006,C00005_KI: 0.0137407109141349;C00025_KI: 1.2404184912641842;C00006_KI: 1.2404184912641842;C00064_KI: 1.2404184912641842;C00080_KI: 3.530108690261841;C00026_KI: 0.1774060726165771
,1.1.1.44,,R55,"Phosphogluconate dehydrogenase (nadp+-dependent, decarboxylating)",R01528,MRL,C00006; C00345,C00005; C00011; C00080; C00199,Km_C00005: 0.0173151101917028; Km_C00011: 0.3311006131134927; Km_C00080: 1.165087342262268; Km_C00199: 0.3311006131134927; Km_C00006: 0.049; Km_C00345: 0.093,Kcat_F: 56.755120681519195; Kcat_R: 16.11098250543043,C00005;C00080;C00002;C00011;C00345;C00006;C00199,C00199_KI: 0.4022400074948867;C00002_KI: 0.0243175700306892;C00011_KI: 0.4022400074948867;C00080_KI: 1.165087342262268;C00006_KI: 0.4022400074948867;C00345_KI: 0.4022400074948867;C00005_KI: 0.0173151101917028
,1.1.1.42,,R56,Isocitrate dehydrogenase (nadp+),R00267,MRL,C00006; C00311,C00005; C00011; C00026; C00080,Km_C00005: 0.000715; Km_C00011: 0.9956221728568077; Km_C00026: 2.75; Km_C00080: 2.138274669647217; Km_C00006: 0.01485; Km_C00311: 0.0742711946368217,Kcat_F: 45.913566013210115; Kcat_R: 5.369722166432316,C05379;C00005;C00080;C00311;C00011;C00026;C00006,C00311_KI: 0.0742711946368217;C00011_KI: 0.49931611865758896;C00006_KI: 0.49931611865758896;C00005_KI: 0.0320344418287277;C00080_KI: 2.138274669647217;C00026_KI: 0.1829098165035247;C05379_KI: 0.0690904706716537
,1.1.1.42,,R57,Isocitrate dehydrogenase (nadp+),R00268,MRL,C05379,C00011; C00026,Km_C00011: 1.4095452353358269; Km_C00026: 2.75; Km_C05379: 0.0690904706716537,Kcat_F: 22.2311425757629; Kcat_R: 1.0,C05379;C00005;C00080;C00311;C00011;C00026;C00006,C00311_KI: 0.0742711946368217;C00011_KI: 0.49931611865758896;C00006_KI: 0.49931611865758896;C00005_KI: 0.0320344418287277;C00080_KI: 2.138274669647217;C00026_KI: 0.1829098165035247;C05379_KI: 0.0690904706716537
,1.1.1.42,,R58,Isocitrate dehydrogenase (nadp+),R01899,MRL,C00006; C00311,C00005; C00080; C05379,Km_C00005: 0.000715; Km_C00080: 2.138274669647217; Km_C05379: 0.0690904706716537; Km_C00006: 0.01485; Km_C00311: 0.0742711946368217,Kcat_F: 45.913566013210115; Kcat_R: 15.985293454313766,C05379;C00005;C00080;C00311;C00011;C00026;C00006,C00311_KI: 0.0742711946368217;C00011_KI: 0.49931611865758896;C00006_KI: 0.49931611865758896;C00005_KI: 0.0320344418287277;C00080_KI: 2.138274669647217;C00026_KI: 0.1829098165035247;C05379_KI: 0.0690904706716537
,4.1.3.1,,R59,Isocitrate lyase,R00479,MRL,C00311,C00042; C00048,Km_C00042: 0.59; Km_C00048: 0.13; Km_C00311: 0.2350734323263168,Kcat_F: 8.90602596814572; Kcat_R: 0.708418769205594,C00383;C00209;C00074;C02170;C05669;C00197;C00490;C01327;C00698;C00042;C00311;C00026;C00149;C03071;C02287;C00048;C00417;C07600;C00160,C07600_KI: 0.6172420844435692;C01327_KI: 0.6172420844435692;C00149_KI: 0.6172420844435692;C00209_KI: 0.250339537858963;C00698_KI: 2.674889326095581;C00026_KI: 0.6448501348495483;C00417_KI: 0.2983370423316955;C00048_KI: 0.6172420844435692;C00311_KI: 0.2350734323263168;C00383_KI: 0.3162862360477447;C00490_KI: 0.6172420844435692;C02170_KI: 0.6172420844435692;C02287_KI: 0.3028432130813598;C00197_KI: 0.3735531568527221;C05669_KI: 0.6172420844435692;C00042_KI: 0.3965242505073547;C00074_KI: 0.6172420844435692;C03071_KI: 0.6797245144844055;C00160_KI: 0.6172420844435692
,1.1.1.28,,R60,D-lactate dehydrogenase,R00704,MRL,C00003; C00256,C00004; C00022; C00080,Km_C00004: 0.08124999999999999; Km_C00022: 5.975; Km_C00080: 2.6271510124206543; Km_C00003: 0.0732351019978523; Km_C00256: 0.7743139863014221,Kcat_F: 137.86074695292174; Kcat_R: 541.25,C19935;C00080;C00002;C00284;C11215;C00192;C01478;C00256;C00022;C00003;C01444;C02496;C00004,C01478_KI: 0.4693379402160644;C00003_KI: 0.0732351019978523;C00080_KI: 2.6271510124206543;C02496_KI: 0.0767154023051261;C19935_KI: 0.6767451657603184;C01444_KI: 0.6767451657603184;C00256_KI: 0.7743139863014221;C00284_KI: 0.6767451657603184;C00192_KI: 0.6767451657603184;C11215_KI: 0.6767451657603184;C00002_KI: 0.0397175513207912;C00022_KI: 0.6767451657603184;C00004_KI: 0.6767451657603184
,2.3.3.9,,R61,Malate synthase,R00472,MRL,C00010; C00149,C00001; C00024; C00048,Km_C00001: 0.02675; Km_C00024: 0.0155; Km_C00048: 0.038; Km_C00010: 0.02675; Km_C00149: 0.02675,Kcat_F: 56.755120681519195; Kcat_R: 60.78238860009732,C00001;C00024;C00149;C00048;C00010,C00001_KI: 0.0286243092268705;C00024_KI: 0.0286243092268705;C00010_KI: 0.0286243092268705;C00149_KI: 0.0286243092268705;C00048_KI: 0.0286243092268705
,1.1.1.37,,R62,Malate dehydrogenase,R00342,MRL,C00003; C00149,C00004; C00036; C00080,Km_C00004: 0.061; Km_C00036: 0.0445; Km_C00080: 1.627506971359253; Km_C00003: 0.1052800193428993; Km_C00149: 0.00012,Kcat_F: 3.777529539557401; Kcat_R: 931.0,C00080;C02441;C00024;C00002;C00149;C00209;C00010;C00003;C00036;C00741;C11592;C00004,C00036_KI: 0.3672613309075435;C00002_KI: 0.0450889654457569;C00741_KI: 0.2119442820549011;C00010_KI: 0.3672613309075435;C00080_KI: 1.627506971359253;C02441_KI: 0.3672613309075435;C00149_KI: 0.3672613309075435;C11592_KI: 0.3672613309075435;C00024_KI: 0.0362402126193046;C00003_KI: 0.1052800193428993;C00004_KI: 0.3672613309075435;C00209_KI: 0.177507534623146
,1.1.1.38,,R63,Malate dehydrogenase (oxaloacetate-decarboxylating),R00214,MRL,C00003; C00149,C00004; C00011; C00022; C00080,Km_C00004: 0.025; Km_C00011: 3.0153442657738925; Km_C00022: 3.0153442657738925; Km_C00080: 11.550593376159668; Km_C00003: 0.0657836869359016; Km_C00149: 0.42,Kcat_F: 69.81517256426024; Kcat_R: 56.755120681519195,C00080;C02441;C00024;C00002;C00011;C00149;C00209;C00010;C00022;C00003;C00741;C00036;C11592;C00004,C00003_KI: 0.0657836869359016;C00036_KI: 2.3839090429246426;C00209_KI: 1.175578474998474;C00011_KI: 2.3839090429246426;C00010_KI: 2.3839090429246426;C00024_KI: 0.0411343611776828;C00080_KI: 11.550593376159668;C02441_KI: 2.3839090429246426;C00149_KI: 2.3839090429246426;C00002_KI: 0.0519341491162776;C11592_KI: 2.3839090429246426;C00741_KI: 1.418430209159851;C00022_KI: 2.3839090429246426;C00004_KI: 2.3839090429246426
,1.1.1.38,,R64,Malate dehydrogenase (oxaloacetate-decarboxylating),R00217,MRL,C00036,C00011; C00022,Km_C00011: 3.9666666666666663; Km_C00022: 3.9666666666666663; Km_C00036: 3.9666666666666663,Kcat_F: 56.755120681519195; Kcat_R: 56.755120681519195,C00080;C02441;C00024;C00002;C00011;C00149;C00209;C00010;C00022;C00003;C00741;C00036;C11592;C00004,C00003_KI: 0.0657836869359016;C00036_KI: 2.3839090429246426;C00209_KI: 1.175578474998474;C00011_KI: 2.3839090429246426;C00010_KI: 2.3839090429246426;C00024_KI: 0.0411343611776828;C00080_KI: 11.550593376159668;C02441_KI: 2.3839090429246426;C00149_KI: 2.3839090429246426;C00002_KI: 0.0519341491162776;C11592_KI: 2.3839090429246426;C00741_KI: 1.418430209159851;C00022_KI: 2.3839090429246426;C00004_KI: 2.3839090429246426
,1.1.1.40,,R65,Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),R00216,MRL,C00006; C00149,C00005; C00011; C00022; C00080,Km_C00005: 0.0338773652911186; Km_C00011: 2.988063825652003; Km_C00022: 2.988063825652003; Km_C00080: 8.466877937316895; Km_C00006: 0.0415; Km_C00149: 3.41,Kcat_F: 66.6; Kcat_R: 104.67330155401606,C00005;C00122;C00080;C00024;C00011;C00575;C00149;C00022;C00006;C00036;C00004,C00036_KI: 2.373211869969964;C00122_KI: 0.9286315441131592;C00024_KI: 0.0634606331586837;C00005_KI: 0.0338773652911186;C00011_KI: 2.373211869969964;C00080_KI: 8.466877937316895;C00006_KI: 2.373211869969964;C00149_KI: 2.373211869969964;C00022_KI: 2.373211869969964;C00004_KI: 2.373211869969964;C00575_KI: 2.373211869969964
,1.1.1.40,,R66,Malate dehydrogenase (oxaloacetate-decarboxylating) (nadp+),R00217,MRL,C00036,C00011; C00022,Km_C00011: 92.06387458047207; Km_C00022: 92.06387458047207; Km_C00036: 92.06387458047207,Kcat_F: 56.755120681519195; Kcat_R: 56.755120681519195,C00005;C00122;C00080;C00024;C00011;C00575;C00149;C00022;C00006;C00036;C00004,C00036_KI: 2.373211869969964;C00122_KI: 0.9286315441131592;C00024_KI: 0.0634606331586837;C00005_KI: 0.0338773652911186;C00011_KI: 2.373211869969964;C00080_KI: 8.466877937316895;C00006_KI: 2.373211869969964;C00149_KI: 2.373211869969964;C00022_KI: 2.373211869969964;C00004_KI: 2.373211869969964;C00575_KI: 2.373211869969964
,1.6.1.1,,R67,Nad(p)+ transhydrogenase (si-specific),R00112,MRL,C00003; C00005,C00004; C00006,Km_C00004: 0.1131579591691494; Km_C00006: 0.1131579591691494; Km_C00003: 0.0931159183382988; Km_C00005: 0.1332,Kcat_F: 133.1850620068274; Kcat_R: 56.755120681519195,C00005;C01829;C00946;C03444;C00006;C00003;C00004,C01829_KI: 0.0584101006388664;C00946_KI: 0.0488142929971218;C00003_KI: 0.0931159183382988;C03444_KI: 0.05766244372352954;C00006_KI: 0.05766244372352954;C00005_KI: 0.0303094629198312;C00004_KI: 0.05766244372352954
,2.7.1.11,,R68,6-phosphofructokinase,R00756,MRL,C00002; C00085,C00008; C00354,Km_C00008: 0.14008376002311707; Km_C00354: 0.14008376002311707; Km_C00002: 0.0738036185503006; Km_C00085: 0.2063639014959335,Kcat_F: 102.09487562150548; Kcat_R: 56.755120681519195,C00158;C00044;C00015;C00988;C01097;C05345;C00074;C00447;C03785;C00197;C00354;C00112;C13199;C05378;C00002;C00104;C00008;C00075;C00009;C00063;C00081;C00631;C05382;C00085;C00236,C00044_KI: 0.0800949186086654;C00236_KI: 0.16779477819800373;C00158_KI: 0.5169147849082947;C00354_KI: 0.16779477819800373;C00008_KI: 0.16779477819800373;C00075_KI: 0.172668769955635;C03785_KI: 0.1230401769280433;C00009_KI: 0.16779477819800373;C05378_KI: 0.1230401769280433;C05382_KI: 0.1346341520547866;C13199_KI: 0.16779477819800373;C00447_KI: 0.16779477819800373;C00197_KI: 0.2720306813716888;C00015_KI: 0.1473119854927063;C05345_KI: 0.16779477819800373;C00104_KI: 0.16779477819800373;C00002_KI: 0.0738036185503006;C00081_KI: 0.083453357219696;C00631_KI: 0.2169109284877777;C00085_KI: 0.2063639014959335;C00988_KI: 0.2159814536571502;C00063_KI: 0.0920223668217659;C01097_KI: 0.16779477819800373;C00112_KI: 0.0586504004895687;C00074_KI: 0.16779477819800373
,2.7.1.11,,R69,6-phosphofructokinase,R04779,MRL,C00002; C05345,C00008; C05378,Km_C00008: 0.07478126515944797; Km_C05378: 0.1230401769280433; Km_C00002: 0.0738036185503006; Km_C05345: 0.027499999999999997,Kcat_F: 72.24687562150548; Kcat_R: 6.389888631001513,C00158;C00044;C00015;C00988;C01097;C05345;C00074;C00447;C03785;C00197;C00354;C00112;C13199;C05378;C00002;C00104;C00008;C00075;C00009;C00063;C00081;C00631;C05382;C00085;C00236,C00044_KI: 0.0800949186086654;C00236_KI: 0.16779477819800373;C00158_KI: 0.5169147849082947;C00354_KI: 0.16779477819800373;C00008_KI: 0.16779477819800373;C00075_KI: 0.172668769955635;C03785_KI: 0.1230401769280433;C00009_KI: 0.16779477819800373;C05378_KI: 0.1230401769280433;C05382_KI: 0.1346341520547866;C13199_KI: 0.16779477819800373;C00447_KI: 0.16779477819800373;C00197_KI: 0.2720306813716888;C00015_KI: 0.1473119854927063;C05345_KI: 0.16779477819800373;C00104_KI: 0.16779477819800373;C00002_KI: 0.0738036185503006;C00081_KI: 0.083453357219696;C00631_KI: 0.2169109284877777;C00085_KI: 0.2063639014959335;C00988_KI: 0.2159814536571502;C00063_KI: 0.0920223668217659;C01097_KI: 0.16779477819800373;C00112_KI: 0.0586504004895687;C00074_KI: 0.16779477819800373
,2.7.1.11,,R70,6-phosphofructokinase,R00767,MRL,C00063; C00085,C00112; C00354,Km_C00112: 0.0586504004895687; Km_C00354: 3.7550047673285007; Km_C00063: 11.0; Km_C00085: 0.2063639014959335,Kcat_F: 113.354343654263; Kcat_R: 159.78284369732918,C00158;C00044;C00015;C00988;C01097;C05345;C00074;C00447;C03785;C00197;C00354;C00112;C13199;C05378;C00002;C00104;C00008;C00075;C00009;C00063;C00081;C00631;C05382;C00085;C00236,C00044_KI: 0.0800949186086654;C00236_KI: 0.16779477819800373;C00158_KI: 0.5169147849082947;C00354_KI: 0.16779477819800373;C00008_KI: 0.16779477819800373;C00075_KI: 0.172668769955635;C03785_KI: 0.1230401769280433;C00009_KI: 0.16779477819800373;C05378_KI: 0.1230401769280433;C05382_KI: 0.1346341520547866;C13199_KI: 0.16779477819800373;C00447_KI: 0.16779477819800373;C00197_KI: 0.2720306813716888;C00015_KI: 0.1473119854927063;C05345_KI: 0.16779477819800373;C00104_KI: 0.16779477819800373;C00002_KI: 0.0738036185503006;C00081_KI: 0.083453357219696;C00631_KI: 0.2169109284877777;C00085_KI: 0.2063639014959335;C00988_KI: 0.2159814536571502;C00063_KI: 0.0920223668217659;C01097_KI: 0.16779477819800373;C00112_KI: 0.0586504004895687;C00074_KI: 0.16779477819800373
,2.7.1.11,,R71,6-phosphofructokinase,R00769,MRL,C00075; C00085,C00015; C00354,Km_C00015: 0.1473119854927063; Km_C00354: 1.8178919623295464; Km_C00075: 5.1; Km_C00085: 0.2063639014959335,Kcat_F: 92.36732150351024; Kcat_R: 107.466921338344,C00158;C00044;C00015;C00988;C01097;C05345;C00074;C00447;C03785;C00197;C00354;C00112;C13199;C05378;C00002;C00104;C00008;C00075;C00009;C00063;C00081;C00631;C05382;C00085;C00236,C00044_KI: 0.0800949186086654;C00236_KI: 0.16779477819800373;C00158_KI: 0.5169147849082947;C00354_KI: 0.16779477819800373;C00008_KI: 0.16779477819800373;C00075_KI: 0.172668769955635;C03785_KI: 0.1230401769280433;C00009_KI: 0.16779477819800373;C05378_KI: 0.1230401769280433;C05382_KI: 0.1346341520547866;C13199_KI: 0.16779477819800373;C00447_KI: 0.16779477819800373;C00197_KI: 0.2720306813716888;C00015_KI: 0.1473119854927063;C05345_KI: 0.16779477819800373;C00104_KI: 0.16779477819800373;C00002_KI: 0.0738036185503006;C00081_KI: 0.083453357219696;C00631_KI: 0.2169109284877777;C00085_KI: 0.2063639014959335;C00988_KI: 0.2159814536571502;C00063_KI: 0.0920223668217659;C01097_KI: 0.16779477819800373;C00112_KI: 0.0586504004895687;C00074_KI: 0.16779477819800373
,2.7.1.11,,R72,6-phosphofructokinase,R00770,MRL,C00081; C00085,C00104; C00354,Km_C00104: 1.2031819507479669; Km_C00354: 1.2031819507479669; Km_C00081: 2.2; Km_C00085: 0.2063639014959335,Kcat_F: 90.43650879460645; Kcat_R: 56.755120681519195,C00158;C00044;C00015;C00988;C01097;C05345;C00074;C00447;C03785;C00197;C00354;C00112;C13199;C05378;C00002;C00104;C00008;C00075;C00009;C00063;C00081;C00631;C05382;C00085;C00236,C00044_KI: 0.0800949186086654;C00236_KI: 0.16779477819800373;C00158_KI: 0.5169147849082947;C00354_KI: 0.16779477819800373;C00008_KI: 0.16779477819800373;C00075_KI: 0.172668769955635;C03785_KI: 0.1230401769280433;C00009_KI: 0.16779477819800373;C05378_KI: 0.1230401769280433;C05382_KI: 0.1346341520547866;C13199_KI: 0.16779477819800373;C00447_KI: 0.16779477819800373;C00197_KI: 0.2720306813716888;C00015_KI: 0.1473119854927063;C05345_KI: 0.16779477819800373;C00104_KI: 0.16779477819800373;C00002_KI: 0.0738036185503006;C00081_KI: 0.083453357219696;C00631_KI: 0.2169109284877777;C00085_KI: 0.2063639014959335;C00988_KI: 0.2159814536571502;C00063_KI: 0.0920223668217659;C01097_KI: 0.16779477819800373;C00112_KI: 0.0586504004895687;C00074_KI: 0.16779477819800373
,2.7.1.11,,R73,6-phosphofructokinase,R01843,MRL,C00002; C05382,C00008; C00447,Km_C00008: 1.2869018092751503; Km_C00447: 1.2869018092751503; Km_C00002: 0.0738036185503006; Km_C05382: 2.5,Kcat_F: 59.21987562150548; Kcat_R: 56.755120681519195,C00158;C00044;C00015;C00988;C01097;C05345;C00074;C00447;C03785;C00197;C00354;C00112;C13199;C05378;C00002;C00104;C00008;C00075;C00009;C00063;C00081;C00631;C05382;C00085;C00236,C00044_KI: 0.0800949186086654;C00236_KI: 0.16779477819800373;C00158_KI: 0.5169147849082947;C00354_KI: 0.16779477819800373;C00008_KI: 0.16779477819800373;C00075_KI: 0.172668769955635;C03785_KI: 0.1230401769280433;C00009_KI: 0.16779477819800373;C05378_KI: 0.1230401769280433;C05382_KI: 0.1346341520547866;C13199_KI: 0.16779477819800373;C00447_KI: 0.16779477819800373;C00197_KI: 0.2720306813716888;C00015_KI: 0.1473119854927063;C05345_KI: 0.16779477819800373;C00104_KI: 0.16779477819800373;C00002_KI: 0.0738036185503006;C00081_KI: 0.083453357219696;C00631_KI: 0.2169109284877777;C00085_KI: 0.2063639014959335;C00988_KI: 0.2159814536571502;C00063_KI: 0.0920223668217659;C01097_KI: 0.16779477819800373;C00112_KI: 0.0586504004895687;C00074_KI: 0.16779477819800373
,2.7.1.11,,R74,6-phosphofructokinase,R03236,MRL,C00002; C01097,C00008; C03785,Km_C00008: 0.09842189773917195; Km_C03785: 0.1230401769280433; Km_C00002: 0.0738036185503006; Km_C01097: 0.09842189773917195,Kcat_F: 118.18975124301096; Kcat_R: 6.389888631001513,C00158;C00044;C00015;C00988;C01097;C05345;C00074;C00447;C03785;C00197;C00354;C00112;C13199;C05378;C00002;C00104;C00008;C00075;C00009;C00063;C00081;C00631;C05382;C00085;C00236,C00044_KI: 0.0800949186086654;C00236_KI: 0.16779477819800373;C00158_KI: 0.5169147849082947;C00354_KI: 0.16779477819800373;C00008_KI: 0.16779477819800373;C00075_KI: 0.172668769955635;C03785_KI: 0.1230401769280433;C00009_KI: 0.16779477819800373;C05378_KI: 0.1230401769280433;C05382_KI: 0.1346341520547866;C13199_KI: 0.16779477819800373;C00447_KI: 0.16779477819800373;C00197_KI: 0.2720306813716888;C00015_KI: 0.1473119854927063;C05345_KI: 0.16779477819800373;C00104_KI: 0.16779477819800373;C00002_KI: 0.0738036185503006;C00081_KI: 0.083453357219696;C00631_KI: 0.2169109284877777;C00085_KI: 0.2063639014959335;C00988_KI: 0.2159814536571502;C00063_KI: 0.0920223668217659;C01097_KI: 0.16779477819800373;C00112_KI: 0.0586504004895687;C00074_KI: 0.16779477819800373
