,,,median,mean,sd
c,DNA_MDH_ECOLI,,0.0009693662652760293,0.10001436398650089,10.318497265080019
c,DNA_MDH_MDOM,,0.0009693662652760293,0.10001436398650089,10.318497265080019
c,DNA_MDH_REMER,,0.0009693662652760293,0.10001436398650089,10.318497265080019
c,DNA_MDH_TAES,,0.0009693662652760293,0.10001436398650089,10.318497265080019
c,DNA_PCX_GTHERM,,0.0009693662652760293,0.10001436398650089,10.318497265080019
c,DNA_PCX_MSMEG,,0.0009693662652760293,0.10001436398650089,10.318497265080019
c,DNA_PCX_RETLI,,0.0009693662652760293,0.10001436398650089,10.318497265080019
c,DNA_PCX_SCER,,0.0009693662652760293,0.10001436398650089,10.318497265080019
c,DNA_SDA_BSUB,,0.0009693662652760293,0.10001436398650089,10.318497265080019
c,DNA_SDA_ECOLI,,0.0009693662652760293,0.10001436398650089,10.318497265080019
c,DNA_SDA_LPNEU,,0.0009693662652760293,0.10001436398650089,10.318497265080019
c,DNA_SDA_MSMEG,,0.0009693662652760293,0.10001436398650089,10.318497265080019
c,HCO3,,0.0025874066981990966,0.10118753189723613,3.9559179987158313
c,MALICACID,,0.003366386120856486,0.04546263445572418,0.6122818332404396
c,MDH_ECOLI,,0.0011714881739324494,0.03144761696935862,0.8435989406859068
c,MDH_MDOM,,0.0011714881739324546,0.03144761696935876,0.8435989406859105
c,MDH_REMER,,0.0011714881739324598,0.031447616969358896,0.8435989406859142
c,MDH_TAES,,0.0011714881739324692,0.031447616969359146,0.843598940685921
c,NADH,,0.003240186252598511,0.10549307639008923,3.432993555603034
c,NAD_plus,,0.00029000522902043535,0.00944190901187955,0.30726199196725584
c,NH3,,0.03402195269022807,0.39590686151022286,4.5900488237811015
c,OXALOACETICACID,,0.0012139286988328106,0.02372751106427372,0.4631717559895506
c,PCX_GTHERM,,0.00062892250321169,0.018646644129644275,0.5525315241333874
c,PCX_MSMEG,,0.0006289225032116821,0.018646644129644018,0.552531524133379
c,PCX_RETLI,,0.00062892250321169,0.018646644129644275,0.5525315241333874
c,PCX_SCER,,0.0006289225032116871,0.018646644129644195,0.5525315241333849
c,PYRUVICACID,,0.1672860456084555,1.1900635912273707,8.38198561822221
c,SDA_BSUB,,0.0011714881739324661,0.03144761696935906,0.8435989406859188
c,SDA_ECOLI,,0.0011714881739324672,0.03144761696935912,0.843598940685921
c,SDA_LPNEU,,0.0011714881739324546,0.03144761696935876,0.8435989406859105
c,SDA_MSMEG,,0.0011714881739324536,0.03144761696935869,0.8435989406859075
c,SERINE,,0.757170361901443,0.7602129744483035,0.06822014726361858
kcat_prod,,R1,8.607709234086547,11.108073402540288,9.06065922524014
kcat_prod,,R10,7.600326553977014,9.829711458682795,8.062137716842747
kcat_prod,,R11,7.600326553977014,9.829711458682795,8.062137716842747
kcat_prod,,R12,7.600326553977014,9.829711458682795,8.062137716842747
kcat_prod,,R13,3.7223493839099153,4.749553043230566,3.7640411246853227
kcat_prod,,R14,5.184227128618751,6.626696716839115,5.276043187479687
kcat_prod,,R15,5.420798289062395,6.929745818395757,5.518666787168095
kcat_prod,,R16,7.640372982990585,9.951647771099475,8.305467656083902
kcat_prod,,R17,7.640372982990514,9.951647771099505,8.305467656084177
kcat_prod,,R18,7.640372982990534,9.951647771099639,8.305467656084506
kcat_prod,,R19,7.640372982990595,9.951647771099731,8.30546765608461
kcat_prod,,R2,8.607709234086593,11.108073402540347,9.060659225240189
kcat_prod,,R20,7.723894374702323,10.061168719889828,8.398363288032806
kcat_prod,,R21,7.723894374698793,10.061168719884975,8.398363288028246
kcat_prod,,R22,7.723894374698807,10.061168719884993,8.39836328802826
kcat_prod,,R23,7.723894374694512,10.061168719879305,8.39836328802332
kcat_prod,,R24,7.640372982995145,9.95164777110552,8.30546765608917
kcat_prod,,R25,7.640372982995182,9.951647771105577,8.305467656089233
kcat_prod,,R26,7.640372982993737,9.951647771103694,8.30546765608766
kcat_prod,,R27,7.640372982991247,9.951647771100331,8.305467656084613
kcat_prod,,R3,8.607709234086593,11.108073402540347,9.060659225240189
kcat_prod,,R4,8.607709234086533,11.108073402540269,9.060659225240125
kcat_prod,,R5,6.943074753779564,8.991925112259185,7.400004642972063
kcat_prod,,R6,6.943074753779466,8.991925112259057,7.400004642971958
kcat_prod,,R7,6.943074753779564,8.991925112259185,7.400004642972063
kcat_prod,,R8,6.943074753779466,8.991925112259057,7.400004642971958
kcat_prod,,R9,7.600326553977014,9.829711458682795,8.062137716842747
kcat_sub,,R1,7.025610820513807,9.091424787885,7.466826308945088
kcat_sub,,R10,7.964868283806184,10.329979122958944,8.531217034405204
kcat_sub,,R11,7.9648682838059575,10.329979122958651,8.531217034404962
kcat_sub,,R12,7.964868283806184,10.329979122958944,8.531217034405204
kcat_sub,,R13,16.357330985210982,20.924956376698415,16.693547366499974
kcat_sub,,R14,11.713230925770432,15.01132320601828,12.031752950642646
kcat_sub,,R15,11.19798887276882,14.352380977620394,11.506423554339921
kcat_sub,,R16,7.922782758756852,10.34953006896213,8.69865130949984
kcat_sub,,R17,7.922782758756947,10.349530068962382,8.698651309500313
kcat_sub,,R18,7.922782758756911,10.34953006896222,8.69865130949994
kcat_sub,,R19,7.922782758756862,10.34953006896229,8.698651309500269
kcat_sub,,R2,7.0256108205137595,9.09142478788494,7.466826308945036
kcat_sub,,R20,7.836418474702329,10.23747110980813,8.60600753674138
kcat_sub,,R21,7.836418474705875,10.237471109812667,8.606007536745002
kcat_sub,,R22,7.836418474705882,10.237471109812518,8.606007536744547
kcat_sub,,R23,7.836418474710218,10.237471109818086,8.60600753674904
kcat_sub,,R24,7.922782758752123,10.349530068956067,8.698651309494979
kcat_sub,,R25,7.922782758752105,10.349530068956053,8.698651309494979
kcat_sub,,R26,7.92278275875359,10.349530068957993,8.69865130949661
kcat_sub,,R27,7.9227827587561865,10.349530068961261,8.698651309499109
kcat_sub,,R3,7.025610820513766,9.091424787884947,7.466826308945042
kcat_sub,,R4,7.02561082051381,9.091424787885003,7.466826308945092
kcat_sub,,R5,8.725255317734893,11.331854154371948,9.390616463412812
kcat_sub,,R6,8.725255317734893,11.331854154371948,9.390616463412812
kcat_sub,,R7,8.725255317734893,11.331854154371948,9.390616463412812
kcat_sub,,R8,8.725255317734893,11.331854154371948,9.390616463412812
kcat_sub,,R9,7.9648682838059575,10.329979122958651,8.531217034404962
keq,,R1,0.03580346012657139,0.05735857482605488,0.07179066965086103
keq,,R10,0.14611501100008664,0.24107431676460342,0.3163636401823938
keq,,R11,0.14611501100008664,0.24107431676460342,0.3163636401823938
keq,,R12,0.14611501100008664,0.24107431676460342,0.3163636401823938
keq,,R13,0.023348715336714388,0.06624566494827136,0.17589280051060435
keq,,R14,2.0860212105542693,8.22623398937551,31.3798508593407
keq,,R15,3.8205929705531227,15.330297760600535,59.572578667180096
keq,,R16,0.11249846941079138,0.8245643884741722,5.98718148551169
keq,,R17,0.11249846941079138,0.8245643884742851,5.9871814855133465
keq,,R18,0.11249846941079138,0.8245643884742471,5.987181485512788
keq,,R19,0.11249846941079138,0.8245643884742851,5.9871814855133465
keq,,R2,0.03580346012657139,0.05735857482605488,0.07179066965086103
keq,,R20,0.14316579963448187,1.0785178184266373,8.052949217186663
keq,,R21,0.14316579963435166,1.07851781842562,8.05294921717879
keq,,R22,0.14316579963435166,1.07851781842562,8.05294921717879
keq,,R23,0.143165799634195,1.0785178184245379,8.052949217171458
keq,,R24,0.11249846941092487,0.8245643884751883,5.987181485519347
keq,,R25,0.11249846941092487,0.8245643884751883,5.987181485519347
keq,,R26,0.1124984694108833,0.8245643884749209,5.987181485517681
keq,,R27,0.11249846941081217,0.8245643884743314,5.987181485512898
keq,,R3,0.03580346012657139,0.05735857482605488,0.07179066965086103
keq,,R4,0.03580346012657139,0.05735857482605488,0.07179066965086103
keq,,R5,0.2567978897604163,0.4295953661146568,0.5761337793744161
keq,,R6,0.2567978897604163,0.4295953661146568,0.5761337793744161
keq,,R7,0.2567978897604163,0.4295953661146568,0.5761337793744161
keq,,R8,0.2567978897604163,0.4295953661146568,0.5761337793744161
keq,,R9,0.14611501100008664,0.24107431676460342,0.3163636401823938
km,ADP,R5,0.00035140494178194403,0.010081642732921925,0.2890618390221835
km,ADP,R6,0.00035140494178194403,0.010081642732921925,0.2890618390221835
km,ADP,R7,0.00035140494178194403,0.010081642732921925,0.2890618390221835
km,ADP,R8,0.00035140494178194403,0.010081642732921925,0.2890618390221835
km,ATP,R5,0.007259933766760249,0.2082840899447867,5.971941644182065
km,ATP,R6,0.007259933766760249,0.2082840899447867,5.971941644182065
km,ATP,R7,0.007259933766760249,0.2082840899447867,5.971941644182065
km,ATP,R8,0.007259933766760243,0.2082840899447865,5.971941644182061
km,HCO3,R5,0.007259933766760314,0.20828408994478853,5.9719416441821185
km,HCO3,R6,0.007259933766760301,0.20828408994478817,5.971941644182108
km,HCO3,R7,0.007259933766760314,0.20828408994478853,5.9719416441821185
km,HCO3,R8,0.007259933766760301,0.20828408994478817,5.971941644182108
km,MALICACID,R10,0.000999149687385491,0.02389406183356033,0.5709122763777515
km,MALICACID,R11,0.0009991496873854918,0.02389406183356035,0.570912276377752
km,MALICACID,R12,0.000999149687385491,0.02389406183356033,0.5709122763777515
km,MALICACID,R15,0.12670461783728276,0.6408791688943165,3.1776195395883944
km,MALICACID,R9,0.0009991496873854935,0.023894061833560392,0.5709122763777531
km,MDH_ECOLI,R24,0.0010616930973216677,0.06526826427365498,4.01187753658491
km,MDH_MDOM,R25,0.001061693097321664,0.06526826427365474,4.011877536584895
km,MDH_REMER,R26,0.001061693097321666,0.06526826427365486,4.011877536584902
km,MDH_TAES,R27,0.0010616930973216705,0.06526826427365515,4.011877536584921
km,NADH,R10,0.0025533477464471915,0.06106177052993698,1.458978161843477
km,NADH,R11,0.0025533477464471915,0.06106177052993698,1.458978161843477
km,NADH,R12,0.0025533477464471893,0.06106177052993693,1.4589781618434756
km,NADH,R9,0.0025533477464471915,0.06106177052993698,1.458978161843477
km,NAD_plus,R10,0.0009991496873854777,0.02389406183356001,0.570912276377744
km,NAD_plus,R11,0.0009991496873854777,0.02389406183356001,0.570912276377744
km,NAD_plus,R12,0.0009991496873854766,0.02389406183355999,0.5709122763777434
km,NAD_plus,R9,0.0009991496873854777,0.02389406183356001,0.570912276377744
km,NH3,R1,0.004208758513034715,0.07499342465940148,1.3341582596569723
km,NH3,R2,0.004208758513034686,0.07499342465940101,1.3341582596569652
km,NH3,R3,0.004208758513034686,0.07499342465940101,1.3341582596569652
km,NH3,R4,0.004208758513034715,0.07499342465940148,1.3341582596569723
km,OXALOACETICACID,R10,0.0025533477464472053,0.061061770529937304,1.4589781618434847
km,OXALOACETICACID,R11,0.0025533477464472097,0.061061770529937415,1.4589781618434874
km,OXALOACETICACID,R12,0.0025533477464472097,0.061061770529937415,1.4589781618434874
km,OXALOACETICACID,R5,0.0003514049417819434,0.010081642732921925,0.2890618390221839
km,OXALOACETICACID,R6,0.00035140494178194305,0.010081642732921907,0.2890618390221834
km,OXALOACETICACID,R7,0.0003514049417819434,0.010081642732921925,0.2890618390221839
km,OXALOACETICACID,R8,0.00035140494178194305,0.010081642732921907,0.2890618390221834
km,OXALOACETICACID,R9,0.0025533477464472053,0.061061770529937304,1.4589781618434847
km,PCX_GTHERM,R23,0.0012037921048209208,0.07472774730892055,4.638269009056763
km,PCX_MSMEG,R22,0.0012037921048209165,0.07472774730892029,4.638269009056747
km,PCX_RETLI,R20,0.0012037921048209165,0.07472774730892029,4.638269009056747
km,PCX_SCER,R21,0.0012037921048209175,0.07472774730892036,4.638269009056751
km,PYRUVICACID,R1,0.004208758513034723,0.07499342465940168,1.334158259656977
km,PYRUVICACID,R14,0.21217225633972756,1.0597459955797444,5.1859883303585805
km,PYRUVICACID,R2,0.004208758513034712,0.07499342465940148,1.3341582596569734
km,PYRUVICACID,R3,0.004208758513034712,0.07499342465940148,1.3341582596569734
km,PYRUVICACID,R4,0.004208758513034727,0.07499342465940174,1.3341582596569783
km,PYRUVICACID,R5,0.007259933766760262,0.20828408994478706,5.971941644182077
km,PYRUVICACID,R6,0.007259933766760256,0.20828408994478687,5.971941644182071
km,PYRUVICACID,R7,0.007259933766760262,0.20828408994478706,5.971941644182077
km,PYRUVICACID,R8,0.007259933766760256,0.20828408994478687,5.971941644182071
km,SDA_BSUB,R17,0.0010616930973216677,0.06526826427365498,4.01187753658491
km,SDA_ECOLI,R18,0.0010616930973216649,0.0652682642736548,4.011877536584899
km,SDA_LPNEU,R19,0.001061693097321664,0.06526826427365474,4.011877536584895
km,SDA_MSMEG,R16,0.001061693097321664,0.06526826427365474,4.011877536584895
km,SERINE,R1,0.0006061589408724843,0.010800794277732482,0.19214976462187824
km,SERINE,R13,9.746343243202844,38.33343229766052,145.81499515149915
km,SERINE,R16,0.7310368670559535,0.7534744630107107,0.1881088281943431
km,SERINE,R17,0.7310368670559527,0.7534744630107099,0.18810882819434294
km,SERINE,R18,0.7310368670559529,0.7534744630107101,0.188108828194343
km,SERINE,R19,0.7310368670559534,0.7534744630107105,0.18810882819434308
km,SERINE,R2,0.0006061589408724859,0.01080079427773252,0.19214976462187894
km,SERINE,R20,0.8042354700631211,0.8157050054238139,0.13825229349694898
km,SERINE,R21,0.804235470063121,0.8157050054238137,0.13825229349694895
km,SERINE,R22,0.8042354700631213,0.815705005423814,0.138252293496949
km,SERINE,R23,0.8042354700631209,0.8157050054238135,0.13825229349694892
km,SERINE,R24,0.7310368670559539,0.7534744630107112,0.18810882819434321
km,SERINE,R25,0.7310368670559543,0.7534744630107115,0.1881088281943433
km,SERINE,R26,0.7310368670559539,0.7534744630107112,0.18810882819434321
km,SERINE,R27,0.7310368670559532,0.7534744630107104,0.18810882819434302
km,SERINE,R3,0.0006061589408724859,0.01080079427773252,0.19214976462187894
km,SERINE,R4,0.0006061589408724843,0.010800794277732482,0.19214976462187824
kv,,R1,7.776529761714735,8.475946774123473,3.6747707606443445
kv,,R10,7.78046270579975,8.480233753625724,3.6766302380423945
kv,,R11,7.78046270579975,8.480233753625724,3.6766302380423945
kv,,R12,7.78046270579975,8.480233753625724,3.6766302380423945
kv,,R13,7.803057151861101,8.504858435330172,3.6873011407070924
kv,,R14,7.7925637327618436,8.493421496659803,3.682343316875553
kv,,R15,7.791151322009151,8.491882067890105,3.681675930064952
kv,,R16,7.7802966100341875,8.480053709115458,3.676554891420256
kv,,R17,7.7802966100341875,8.480053709115458,3.676554891420256
kv,,R18,7.78029661003419,8.480053709115463,3.6765548914202575
kv,,R19,7.78029661003419,8.480053709115463,3.6765548914202575
kv,,R2,7.776529761714735,8.475946774123473,3.6747707606443445
kv,,R20,7.7799529930820706,8.479679197581506,3.6763925486856586
kv,,R21,7.7799529930820706,8.479679197581506,3.6763925486856586
kv,,R22,7.779952993082067,8.479679197581502,3.6763925486856572
kv,,R23,7.779952993082067,8.479679197581502,3.6763925486856572
kv,,R24,7.7802966100341875,8.480053709115458,3.676554891420256
kv,,R25,7.78029661003419,8.480053709115463,3.6765548914202575
kv,,R26,7.78029661003419,8.480053709115463,3.6765548914202575
kv,,R27,7.78029661003419,8.480053709115463,3.6765548914202575
kv,,R3,7.776529761714735,8.475946774123473,3.6747707606443445
kv,,R4,7.776529761714735,8.475946774123473,3.6747707606443445
kv,,R5,7.783321907569102,8.483350301548938,3.6779819497098463
kv,,R6,7.783321907569098,8.483350301548935,3.6779819497098445
kv,,R7,7.783321907569098,8.483350301548935,3.6779819497098445
kv,,R8,7.783321907569098,8.483350301548935,3.6779819497098445
kv,,R9,7.78046270579975,8.480233753625724,3.6766302380423945
mu,ADP,,-949.00276897088,-949.00276897088,410.0705533108926
mu,ATP,,-793.6903063459322,-793.6903063459322,410.0705533108961
mu,DNA_MDH_ECOLI,,-871.3465376738633,-871.3465376738633,480.84760754612756
mu,DNA_MDH_MDOM,,-871.3465376738633,-871.3465376738633,480.84760754612756
mu,DNA_MDH_REMER,,-871.3465376738633,-871.3465376738633,480.84760754612756
mu,DNA_MDH_TAES,,-871.3465376738633,-871.3465376738633,480.84760754612756
mu,DNA_PCX_GTHERM,,-871.3465376738633,-871.3465376738633,480.84760754612756
mu,DNA_PCX_MSMEG,,-871.3465376738633,-871.3465376738633,480.84760754612756
mu,DNA_PCX_RETLI,,-871.3465376738633,-871.3465376738633,480.84760754612756
mu,DNA_PCX_SCER,,-871.3465376738633,-871.3465376738633,480.84760754612756
mu,DNA_SDA_BSUB,,-871.3465376738633,-871.3465376738633,480.84760754612756
mu,DNA_SDA_ECOLI,,-871.3465376738633,-871.3465376738633,480.84760754612756
mu,DNA_SDA_LPNEU,,-871.3465376738633,-871.3465376738633,480.84760754612756
mu,DNA_SDA_MSMEG,,-871.3465376738633,-871.3465376738633,480.84760754612756
mu,HCO3,,-793.6903063436171,-793.6903063436171,410.0705533108124
mu,MALICACID,,3.343239743460323,3.343239743460323,4.157802938225495
mu,MDH_ECOLI,,-135.1192544938658,-135.1192544938658,54.24904475903655
mu,MDH_MDOM,,-135.1192544938658,-135.1192544938658,54.24904475903655
mu,MDH_REMER,,-135.1192544938649,-135.1192544938649,54.249044759036565
mu,MDH_TAES,,-135.1192544938633,-135.1192544938633,54.24904475903658
mu,NADH,,-555.496950564796,-555.496950564796,383.58792655017794
mu,NAD_plus,,-1187.1961247487388,-1187.1961247487388,383.58792654989804
mu,NH3,,-2.900158735601167,-2.900158735601167,5.945473081788831
mu,OXALOACETICACID,,-633.1531819974202,-633.1531819974202,355.13301907455565
mu,PCX_GTHERM,,-201.31920591058565,-201.31920591058565,79.38791608981319
mu,PCX_MSMEG,,-201.31920591058838,-201.31920591058838,79.38791608981317
mu,PCX_RETLI,,-201.31920591059065,-201.31920591059065,79.38791608981316
mu,PCX_SCER,,-201.31920591058838,-201.31920591058838,79.38791608981317
mu,PYRUVICACID,,1.833881812002025,1.833881812002025,4.131753216140458
mu,SDA_BSUB,,-135.11925449386285,-135.11925449386285,54.24904475903657
mu,SDA_ECOLI,,-135.11925449386285,-135.11925449386285,54.249044759036565
mu,SDA_LPNEU,,-135.11925449386285,-135.11925449386285,54.249044759036565
mu,SDA_MSMEG,,-135.11925449386285,-135.11925449386285,54.24904475903656
mu,SERINE,,-9.37124144797923,-9.37124144797923,3.602073975131559
mu_p,ADP,,-968.7584215014034,-968.7584215014034,410.0733472158764
mu_p,ATP,,-808.5485031199593,-808.5485031199593,410.07334721587995
mu_p,DNA_MDH_ECOLI,,-888.6534623261367,-888.6534623261367,480.84760754612756
mu_p,DNA_MDH_MDOM,,-888.6534623261367,-888.6534623261367,480.84760754612756
mu_p,DNA_MDH_REMER,,-888.6534623261367,-888.6534623261367,480.84760754612756
mu_p,DNA_MDH_TAES,,-888.6534623261367,-888.6534623261367,480.84760754612756
mu_p,DNA_PCX_GTHERM,,-888.6534623261367,-888.6534623261367,480.84760754612756
mu_p,DNA_PCX_MSMEG,,-888.6534623261367,-888.6534623261367,480.84760754612756
mu_p,DNA_PCX_RETLI,,-888.6534623261367,-888.6534623261367,480.84760754612756
mu_p,DNA_PCX_SCER,,-888.6534623261367,-888.6534623261367,480.84760754612756
mu_p,DNA_SDA_BSUB,,-888.6534623261367,-888.6534623261367,480.84760754612756
mu_p,DNA_SDA_ECOLI,,-888.6534623261367,-888.6534623261367,480.84760754612756
mu_p,DNA_SDA_LPNEU,,-888.6534623261367,-888.6534623261367,480.84760754612756
mu_p,DNA_SDA_MSMEG,,-888.6534623261367,-888.6534623261367,480.84760754612756
mu_p,HCO3,,-808.5485031176443,-808.5485031176443,410.07334721579616
mu_p,MALICACID,,-10.858524241053622,-10.858524241053622,6.248148064202591
mu_p,MDH_ECOLI,,-151.95380849476393,-151.95380849476393,54.455546340667354
mu_p,MDH_MDOM,,-151.9538084947639,-151.9538084947639,54.455546340667354
mu_p,MDH_REMER,,-151.953808494763,-151.953808494763,54.455546340667354
mu_p,MDH_TAES,,-151.95380849476138,-151.95380849476138,54.45554634066736
mu_p,NADH,,-569.7940154065468,-569.7940154065468,383.59341619904774
mu_p,NAD_plus,,-1207.5129092115387,-1207.5129092115387,383.59341619876795
mu_p,NH3,,-11.332423628087621,-11.332423628087621,7.4066208283884505
mu_p,OXALOACETICACID,,-649.8989747174046,-649.8989747174046,355.1379367084128
mu_p,PCX_GTHERM,,-219.7052074839852,-219.7052074839852,79.53285910256142
mu_p,PCX_MSMEG,,-219.70520748398798,-219.70520748398798,79.53285910256142
mu_p,PCX_RETLI,,-219.7052074839902,-219.7052074839902,79.53285910256139
mu_p,PCX_SCER,,-219.70520748398795,-219.70520748398795,79.5328591025614
mu_p,PYRUVICACID,,-2.625872707165795,-2.625872707165795,5.785008285847095
mu_p,SDA_BSUB,,-151.95380849476095,-151.95380849476095,54.45554634066736
mu_p,SDA_ECOLI,,-151.95380849476095,-151.95380849476095,54.455546340667354
mu_p,SDA_LPNEU,,-151.95380849476095,-151.95380849476095,54.45554634066736
mu_p,SDA_MSMEG,,-151.95380849476098,-151.95380849476098,54.455546340667354
mu_p,SERINE,,-10.065045584660465,-10.065045584660465,3.6062997835258694
u,,R1,2.794342395564831e-09,5.934350653253189e-07,0.00012602652886069412
u,,R10,2.9894855684865466e-09,6.352894558546513e-07,0.00013500256647423783
u,,R11,2.9894855684865466e-09,6.352894558546513e-07,0.00013500256647423783
u,,R12,2.989485568486557e-09,6.352894558546535e-07,0.0001350025664742383
u,,R13,4.402838538312133e-09,9.319239548895751e-07,0.00019725287620524012
u,,R14,3.678804760098665e-09,7.790819478499015e-07,0.00016498889019850175
u,,R15,3.590843198252362e-09,7.604749233302413e-07,0.00016105288645915398
u,,R16,2.9809772016500004e-09,6.348007354941426e-07,0.00013517967545133343
u,,R17,2.9809772016500004e-09,6.348007354941426e-07,0.00013517967545133343
u,,R18,2.98097720164999e-09,6.348007354941403e-07,0.00013517967545133294
u,,R19,2.9809772016500004e-09,6.348007354941426e-07,0.00013517967545133343
u,,R2,2.794342395564831e-09,5.934350653253189e-07,0.00012602652886069412
u,,R20,2.963451411402946e-09,6.310821451163739e-07,0.0001343906909713091
u,,R21,2.9634514114029356e-09,6.310821451163716e-07,0.00013439069097130865
u,,R22,2.963451411402925e-09,6.310821451163694e-07,0.00013439069097130816
u,,R23,2.9634514114029356e-09,6.310821451163716e-07,0.00013439069097130865
u,,R24,2.98097720164999e-09,6.348007354941403e-07,0.00013517967545133294
u,,R25,2.98097720164999e-09,6.348007354941403e-07,0.00013517967545133294
u,,R26,2.9809772016499794e-09,6.348007354941381e-07,0.00013517967545133245
u,,R27,2.9809772016499686e-09,6.348007354941358e-07,0.00013517967545133197
u,,R3,2.794342395564831e-09,5.934350653253189e-07,0.00012602652886069412
u,,R4,2.794342395564841e-09,5.93435065325321e-07,0.00012602652886069458
u,,R5,3.139786670705192e-09,6.674973633028816e-07,0.000141903844938228
u,,R6,3.139786670705181e-09,6.674973633028792e-07,0.0001419038449382275
u,,R7,3.139786670705181e-09,6.674973633028792e-07,0.0001419038449382275
u,,R8,3.139786670705181e-09,6.674973633028792e-07,0.0001419038449382275
u,,R9,2.9894855684865466e-09,6.352894558546513e-07,0.00013500256647423783
vmax_prod,,R1,2.405288684150296e-08,4.998969155498806e-06,0.0010389357215181568
vmax_prod,,R10,2.272106654889953e-08,4.724354493967006e-06,0.000982316002275082
vmax_prod,,R11,2.272106654889953e-08,4.724354493967006e-06,0.000982316002275082
vmax_prod,,R12,2.272106654889953e-08,4.724354493967006e-06,0.000982316002275082
vmax_prod,,R13,1.6388903320541018e-08,3.3980800655127477e-06,0.0007045507320984621
vmax_prod,,R14,1.9071759438195323e-08,3.955827183358764e-06,0.0008205004309251087
vmax_prod,,R15,1.946523666537772e-08,4.037521263391894e-06,0.000837461613426794
vmax_prod,,R16,2.277577767439757e-08,4.7427515629686686e-06,0.0009876032924139011
vmax_prod,,R17,2.277577767439733e-08,4.7427515629687185e-06,0.0009876032924139326
vmax_prod,,R18,2.2775777674397247e-08,4.742751562968702e-06,0.000987603292413929
vmax_prod,,R19,2.277577767439757e-08,4.742751562968786e-06,0.0009876032924139484
vmax_prod,,R2,2.405288684150296e-08,4.998969155498806e-06,0.0010389357215181568
vmax_prod,,R20,2.2889385686238904e-08,4.766481713380108e-06,0.000992559882205439
vmax_prod,,R21,2.288938568622825e-08,4.766481713377754e-06,0.0009925598822049216
vmax_prod,,R22,2.288938568622825e-08,4.766481713377754e-06,0.0009925598822049216
vmax_prod,,R23,2.2889385686215726e-08,4.766481713375214e-06,0.0009925598822044068
vmax_prod,,R24,2.2775777674411084e-08,4.742751562971524e-06,0.0009876032924145035
vmax_prod,,R25,2.2775777674411166e-08,4.742751562971541e-06,0.000987603292414507
vmax_prod,,R26,2.2775777674406875e-08,4.742751562970648e-06,0.0009876032924143211
vmax_prod,,R27,2.277577767439927e-08,4.742751562969005e-06,0.0009876032924139677
vmax_prod,,R3,2.4052886841503047e-08,4.9989691554988236e-06,0.0010389357215181605
vmax_prod,,R4,2.405288684150296e-08,4.998969155498806e-06,0.0010389357215181568
vmax_prod,,R5,2.1799773565626887e-08,4.534086543795105e-06,0.0009430237019801665
vmax_prod,,R6,2.1799773565626265e-08,4.534086543794976e-06,0.0009430237019801397
vmax_prod,,R7,2.1799773565626887e-08,4.534086543795105e-06,0.0009430237019801665
vmax_prod,,R8,2.1799773565626265e-08,4.534086543794976e-06,0.0009430237019801397
vmax_prod,,R9,2.272106654889953e-08,4.724354493967006e-06,0.000982316002275082
