Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
WP_001320171.1,5.4.2.2,Escherichia coli,R127,"Phosphoglucomutase (alpha-d-glucose-1,6-bisphosphate-dependent)",R03319,MRL,C01171,C03735,Km_C03735: 0.569383681; Km_C01171: 0.403784841,Kcat_F: 16.40078191; Kcat_R: 13.31428543,C03735;C00620;C01171;C00092;C00668;C00117;C00103,C01171_KI: 0.403784841;C00668_KI: 0.569383681;C00103_KI: 0.403784841;C00092_KI: 0.569383681;C00620_KI: 0.530358553;C00117_KI: 0.554221213;C03735_KI: 0.569383681
WP_000102485.1,1.8.1.4,Escherichia coli,R128,Dihydrolipoyl dehydrogenase,R08550,MRL,C00003; C16832,C00004; C00080; C16237,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C16237: 0.063766681; Km_C00003: 0.089765757; Km_C16832: 0.118229039,Kcat_F: 82.215055545; Kcat_R: 162.925253535,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278
WP_000102485.1,1.8.1.4,Escherichia coli,R129,Dihydrolipoyl dehydrogenase,R03815,MRL,C00003; C02972,C00004; C00080; C02051,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C02051: 0.11206942166666667; Km_C00003: 0.089765757; Km_C02972: 0.11206942166666667,Kcat_F: 117.9162304; Kcat_R: 278.5808072,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278
WP_000102485.1,1.8.1.4,Escherichia coli,R130,Dihydrolipoyl dehydrogenase,R07618,MRL,C00003; C15973,C00004; C00080; C15972,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C15972: 0.056440994; Km_C00003: 0.089765757; Km_C15973: 0.070260912,Kcat_F: 78.4412052; Kcat_R: 212.9897004,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278
WP_000102485.1,1.8.1.4,Escherichia coli,R131,Dihydrolipoyl dehydrogenase,R00209,MRL,C00003; C00010; C00022,C00004; C00011; C00024; C00080,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00024: 0.026133817; Km_C00080: 0.225048855; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00022: 0.3933333333333333,Kcat_F: 231.67734093333334; Kcat_R: 276.38021813333336,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278
WP_000102485.1,1.8.1.4,Escherichia coli,R132,Dihydrolipoyl dehydrogenase,R01221,MRL,C00003; C00037; C00101,C00004; C00011; C00014; C00080; C00143,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00014: 0.673851371; Km_C00080: 0.225048855; Km_C00143: 0.019876115; Km_C00003: 0.089765757; Km_C00037: 0.678076088; Km_C00101: 0.028163046,Kcat_F: 97.07549719000001; Kcat_R: 292.699911325,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278
WP_000102485.1,1.8.1.4,Escherichia coli,R133,Dihydrolipoyl dehydrogenase,R01698,MRL,C00003; C00579,C00004; C00080; C00248,Km_C00004: 0.021393653; Km_C00080: 0.225048855; Km_C00248: 0.415237725; Km_C00003: 0.089765757; Km_C00579: 0.12833333333333335,Kcat_F: 163.37561235; Kcat_R: 280.4232664,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278
WP_000102485.1,1.8.1.4,Escherichia coli,R134,Dihydrolipoyl dehydrogenase,R01933,MRL,C00003; C00010; C00322,C00004; C00011; C00080; C00527,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00080: 0.225048855; Km_C00527: 0.020277608; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00322: 0.116938278,Kcat_F: 236.21170506666667; Kcat_R: 267.36655713333334,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278
WP_000102485.1,1.8.1.4,Escherichia coli,R135,Dihydrolipoyl dehydrogenase,R08549,MRL,C00003; C00010; C00026,C00004; C00011; C00080; C00091,Km_C00004: 0.021393653; Km_C00011: 0.555787563; Km_C00080: 0.225048855; Km_C00091: 0.020413773; Km_C00003: 0.089765757; Km_C00010: 0.030270519; Km_C00026: 0.162106812,Kcat_F: 255.59684769999998; Kcat_R: 266.91155656666666,C00003;C02972;C00024;C00248;C02051;C16832;C00579;C15972;C00010;C00143;C00091;C00037;C15973;C00527;C00014;C00011;C00026;C00022;C00004;C00101;C00322;C00080;C16237,C00579_KI: 0.311786413;C00004_KI: 0.021393653;C00024_KI: 0.026133817;C00037_KI: 0.678076088;C00010_KI: 0.030270519;C15972_KI: 0.056440994;C16237_KI: 0.063766681;C00080_KI: 0.225048855;C00101_KI: 0.028163046;C02051_KI: 0.19364343047619043;C00003_KI: 0.089765757;C00143_KI: 0.019876115;C00248_KI: 0.415237725;C00011_KI: 0.555787563;C00022_KI: 0.362687021;C02972_KI: 0.19364343047619043;C00091_KI: 0.020413773;C15973_KI: 0.070260912;C00026_KI: 0.162106812;C00014_KI: 0.673851371;C00527_KI: 0.020277608;C16832_KI: 0.118229039;C00322_KI: 0.116938278
WP_000919159.1,2.1.2.1,Escherichia coli,R136,Glycine hydroxymethyltransferase,R00945,MRL,C00001; C00037; C00143,C00065; C00101,Km_C00065: 0.680456936; Km_C00101: 0.048434764; Km_C00001: 1.743806124; Km_C00037: 1.084210277; Km_C00143: 0.031294227,Kcat_F: 0.721411978; Kcat_R: 1.1328265275,C00037;C01217;C00101;C00065;C00001;C00143;C04377,C04377_KI: 0.032590855;C00101_KI: 0.048434764;C00143_KI: 0.031294227;C00037_KI: 1.084210277;C00065_KI: 0.680456936;C01217_KI: 0.029256012;C00001_KI: 1.743806124
WP_000919159.1,2.1.2.1,Escherichia coli,R137,Glycine hydroxymethyltransferase,R09099,MRL,C00065; C01217,C00001; C00037; C04377,Km_C00001: 1.743806124; Km_C00037: 1.084210277; Km_C04377: 0.032590855; Km_C00065: 0.680456936; Km_C01217: 0.029256012,Kcat_F: 0.9187239225; Kcat_R: 0.7097989373333333,C00037;C01217;C00101;C00065;C00001;C00143;C04377,C04377_KI: 0.032590855;C00101_KI: 0.048434764;C00143_KI: 0.031294227;C00037_KI: 1.084210277;C00065_KI: 0.680456936;C01217_KI: 0.029256012;C00001_KI: 1.743806124
WP_000886683.1,6.1.1.11,Escherichia coli,R138,Serine-trna ligase,R03662,MRL,C00002; C00065; C01650,C00013; C00020; C02553,Km_C00013: 0.00750173; Km_C00020: 0.001468161; Km_C02553: 0.0055857832000000005; Km_C00002: 0.001039614; Km_C00065: 0.017359411; Km_C01650: 0.00056,Kcat_F: 41.893331030000006; Kcat_R: 49.234747755,C06481;C00013;C16636;C00020;C02553;C00065;C01650;C00002,C06481_KI: 0.006093850600000001;C01650_KI: 0.006093850600000001;C00065_KI: 0.017359411;C00020_KI: 0.001468161;C02553_KI: 0.006093850600000001;C00002_KI: 0.001039614;C00013_KI: 0.00750173;C16636_KI: 0.003100337
WP_000886683.1,6.1.1.11,Escherichia coli,R139,Serine-trna ligase,R08218,MRL,C00002; C00065; C16636,C00013; C00020; C06481,Km_C00013: 0.00750173; Km_C00020: 0.001468161; Km_C06481: 0.006093850600000001; Km_C00002: 0.001039614; Km_C00065: 0.017359411; Km_C16636: 0.003100337,Kcat_F: 32.97343452666667; Kcat_R: 49.234747755,C06481;C00013;C16636;C00020;C02553;C00065;C01650;C00002,C06481_KI: 0.006093850600000001;C01650_KI: 0.006093850600000001;C00065_KI: 0.017359411;C00020_KI: 0.001468161;C02553_KI: 0.006093850600000001;C00002_KI: 0.001039614;C00013_KI: 0.00750173;C16636_KI: 0.003100337
WP_001291772.1,6.1.1.14,Escherichia coli,R140,Glycine-trna ligase,R03654,MRL,C00002; C00037; C01642,C00013; C00020; C02412,Km_C00013: 0.058370113; Km_C00020: 0.016059648; Km_C02412: 0.042143158199999996; Km_C00002: 0.017320372; Km_C00037: 0.109865658; Km_C01642: 0.0091,Kcat_F: 7.7915478485000005; Kcat_R: 6.477863011,C00037;C00013;C02412;C00020;C01642;C00002,C00020_KI: 0.016059648;C02412_KI: 0.05040394775;C00002_KI: 0.017320372;C00037_KI: 0.109865658;C00013_KI: 0.058370113;C01642_KI: 0.05040394775
WP_000195061.1,1.4.4.2,Escherichia coli,R141,Glycine dehydrogenase (aminomethyl-transferring),R03425,MRL,C00037; C02051,C00011; C01242,Km_C00011: 1.169795871; Km_C01242: 2.101050198; Km_C00037: 3.032304525; Km_C02051: 2.101050198,Kcat_F: 2.631662783; Kcat_R: 4.818350786,C00037;C01242;C00003;C00101;C00014;C00004;C00011;C00143;C02051;C00080,C00003_KI: 0.143204287;C01242_KI: 1.3873228035;C00004_KI: 0.05554235;C00101_KI: 0.104562275;C00037_KI: 3.032304525;C00011_KI: 1.169795871;C00080_KI: 1.926282167;C02051_KI: 1.3873228035;C00143_KI: 0.049179409;C00014_KI: 4.617711544
WP_000195061.1,1.4.4.2,Escherichia coli,R142,Glycine dehydrogenase (aminomethyl-transferring),R01221,MRL,C00003; C00037; C00101,C00004; C00011; C00014; C00080; C00143,Km_C00004: 0.05554235; Km_C00011: 1.169795871; Km_C00014: 4.617711544; Km_C00080: 1.926282167; Km_C00143: 0.049179409; Km_C00003: 0.143204287; Km_C00037: 3.032304525; Km_C00101: 0.104562275,Kcat_F: 4.200407821; Kcat_R: 7.395899598,C00037;C01242;C00003;C00101;C00014;C00004;C00011;C00143;C02051;C00080,C00003_KI: 0.143204287;C01242_KI: 1.3873228035;C00004_KI: 0.05554235;C00101_KI: 0.104562275;C00037_KI: 3.032304525;C00011_KI: 1.169795871;C00080_KI: 1.926282167;C02051_KI: 1.3873228035;C00143_KI: 0.049179409;C00014_KI: 4.617711544
WP_000193841.1,3.4.11.2,Escherichia coli,R143,Membrane alanyl aminopeptidase,R00899,MRL,C00001; C01419,C00037; C00097,Km_C00037: 0.432252526; Km_C00097: 0.078138947; Km_C00001: 0.510772526; Km_C01419: 0.247555748,Kcat_F: 6.2546518715; Kcat_R: 0.312186785,C01419;C00037;C00097;C05729;C00001;C05726,C01419_KI: 0.247555748;C00097_KI: 0.078138947;C00037_KI: 0.432252526;C05726_KI: 0.31717993675;C00001_KI: 0.510772526;C05729_KI: 0.31717993675
WP_000193841.1,3.4.11.2,Escherichia coli,R144,Membrane alanyl aminopeptidase,R04951,MRL,C00001; C05729,C00037; C05726,Km_C00037: 0.432252526; Km_C05726: 0.47151252600000004; Km_C00001: 0.510772526; Km_C05729: 0.47151252600000004,Kcat_F: 2.126975493; Kcat_R: 0.5193107,C01419;C00037;C00097;C05729;C00001;C05726,C01419_KI: 0.247555748;C00097_KI: 0.078138947;C00037_KI: 0.432252526;C05726_KI: 0.31717993675;C00001_KI: 0.510772526;C05729_KI: 0.31717993675
WP_001213837.1,2.3.1.29,Escherichia coli,R145,Glycine c-acetyltransferase,R00371,MRL,C00024; C00037,C00010; C03508,Km_C00010: 0.068333149; Km_C03508: 1.101451039; Km_C00024: 0.059; Km_C00037: 5.073134899,Kcat_F: 3.7902290295; Kcat_R: 6.892366117,C00037;C00010;C03508;C00024,C00010_KI: 0.068333149;C03508_KI: 1.101451039;C00024_KI: 0.064529642;C00037_KI: 5.073134899
WP_000068701.1,2.1.2.10,Escherichia coli,R146,Aminomethyltransferase,R04125,MRL,C00101; C01242,C00014; C00143; C02972,Km_C00014: 2.288124084; Km_C00143: 0.0881; Km_C02972: 0.8130421656666668; Km_C00101: 0.062902413; Km_C01242: 0.8130421656666668,Kcat_F: 23.35498459; Kcat_R: 36.621543835,C00037;C01242;C00003;C00445;C02972;C00101;C00014;C00004;C00011;C00001;C03479;C00143;C00080,C00445_KI: 0.069055647;C00003_KI: 0.126247987;C03479_KI: 0.062393375;C00143_KI: 0.043544259;C00004_KI: 0.051427435;C02972_KI: 0.6555470248181817;C00014_KI: 2.288124084;C00101_KI: 0.062902413;C00011_KI: 1.108707547;C01242_KI: 0.6555470248181817;C00001_KI: 0.944258809;C00080_KI: 0.996665478;C00037_KI: 1.457690239
WP_000068701.1,2.1.2.10,Escherichia coli,R147,Aminomethyltransferase,R01221,MRL,C00003; C00037; C00101,C00004; C00011; C00014; C00080; C00143,Km_C00004: 0.051427435; Km_C00011: 1.108707547; Km_C00014: 2.288124084; Km_C00080: 0.996665478; Km_C00143: 0.0881; Km_C00003: 0.126247987; Km_C00037: 1.457690239; Km_C00101: 0.062902413,Kcat_F: 15.935437487666666; Kcat_R: 45.10935515250001,C00037;C01242;C00003;C00445;C02972;C00101;C00014;C00004;C00011;C00001;C03479;C00143;C00080,C00445_KI: 0.069055647;C00003_KI: 0.126247987;C03479_KI: 0.062393375;C00143_KI: 0.043544259;C00004_KI: 0.051427435;C02972_KI: 0.6555470248181817;C00014_KI: 2.288124084;C00101_KI: 0.062902413;C00011_KI: 1.108707547;C01242_KI: 0.6555470248181817;C00001_KI: 0.944258809;C00080_KI: 0.996665478;C00037_KI: 1.457690239
WP_000068701.1,2.1.2.10,Escherichia coli,R148,Aminomethyltransferase,R02300,MRL,C03479,C00001; C00445,Km_C00001: 0.944258809; Km_C00445: 0.069055647; Km_C03479: 0.062393375,Kcat_F: 21.60812103; Kcat_R: 10.308430655499999,C00037;C01242;C00003;C00445;C02972;C00101;C00014;C00004;C00011;C00001;C03479;C00143;C00080,C00445_KI: 0.069055647;C00003_KI: 0.126247987;C03479_KI: 0.062393375;C00143_KI: 0.043544259;C00004_KI: 0.051427435;C02972_KI: 0.6555470248181817;C00014_KI: 2.288124084;C00101_KI: 0.062902413;C00011_KI: 1.108707547;C01242_KI: 0.6555470248181817;C00001_KI: 0.944258809;C00080_KI: 0.996665478;C00037_KI: 1.457690239
WP_000133580.1,3.4.11.23,Escherichia coli,R149,Pepb aminopeptidase,R00899,MRL,C00001; C01419,C00037; C00097,Km_C00037: 0.841594934; Km_C00097: 0.224477679; Km_C00001: 0.535009861; Km_C01419: 0.62540859,Kcat_F: 14.256129824499999; Kcat_R: 0.64209177,C01419;C00037;C00097;C05729;C00001;C05726,C05726_KI: 0.556622766;C01419_KI: 0.62540859;C00097_KI: 0.224477679;C05729_KI: 0.556622766;C00037_KI: 0.841594934;C00001_KI: 0.535009861
WP_000133580.1,3.4.11.23,Escherichia coli,R150,Pepb aminopeptidase,R04951,MRL,C00001; C05729,C00037; C05726,Km_C00037: 0.841594934; Km_C05726: 0.6883023975; Km_C00001: 0.535009861; Km_C05729: 0.6883023975,Kcat_F: 1.492046689; Kcat_R: 1.02711346,C01419;C00037;C00097;C05729;C00001;C05726,C05726_KI: 0.556622766;C01419_KI: 0.62540859;C00097_KI: 0.224477679;C05729_KI: 0.556622766;C00037_KI: 0.841594934;C00001_KI: 0.535009861
WP_000593273.1,6.3.2.3,Escherichia coli,R151,Glutathione synthase,R00497,MRL,C00002; C00037; C00669,C00008; C00009; C00051,Km_C00008: 0.188931838; Km_C00009: 1.817505598; Km_C00051: 0.617069721; Km_C00002: 0.161686391; Km_C00037: 1.582805872; Km_C00669: 1.826,Kcat_F: 123.47175211999998; Kcat_R: 281.02322996666663,C00037;C00008;C00669;C00051;C00002;C00009,C00008_KI: 0.188931838;C00009_KI: 1.817505598;C00037_KI: 1.582805872;C00051_KI: 0.617069721;C00002_KI: 0.161686391;C00669_KI: 1.644756556
WP_000624298.1,4.3.1.17,Escherichia coli,R152,L-serine ammonia-lyase,R00220,MRL,C00065,C00014; C00022,Km_C00014: 2.321814537; Km_C00022: 0.786924958; Km_C00065: 0.995956302,Kcat_F: 3.547282326; Kcat_R: 16.004088045,C00022;C05167;C00161;C00014;C00065;C02218;C00001,C05167_KI: 1.3902921916;C00001_KI: 1.243283153;C00014_KI: 2.321814537;C00065_KI: 0.995956302;C00161_KI: 1.3902921916;C00022_KI: 0.786924958;C02218_KI: 1.603482008
WP_000624298.1,4.3.1.17,Escherichia coli,R153,L-serine ammonia-lyase,R00590,MRL,C00065,C00001; C02218,Km_C00001: 1.243283153; Km_C02218: 1.603482008; Km_C00065: 0.995956302,Kcat_F: 3.547282326; Kcat_R: 1.10709272,C00022;C05167;C00161;C00014;C00065;C02218;C00001,C05167_KI: 1.3902921916;C00001_KI: 1.243283153;C00014_KI: 2.321814537;C00065_KI: 0.995956302;C00161_KI: 1.3902921916;C00022_KI: 0.786924958;C02218_KI: 1.603482008
WP_000624298.1,4.3.1.17,Escherichia coli,R154,L-serine ammonia-lyase,R06131,MRL,C05167,C00014; C00161,Km_C00014: 2.321814537; Km_C00161: 2.321814537; Km_C05167: 2.321814537,Kcat_F: 36.94316617111479; Kcat_R: 17.86179164,C00022;C05167;C00161;C00014;C00065;C02218;C00001,C05167_KI: 1.3902921916;C00001_KI: 1.243283153;C00014_KI: 2.321814537;C00065_KI: 0.995956302;C00161_KI: 1.3902921916;C00022_KI: 0.786924958;C02218_KI: 1.603482008
WP_000624298.1,4.3.1.17,Escherichia coli,R155,L-serine ammonia-lyase,R08698,MRL,C00001; C02218,C00014; C00022,Km_C00014: 2.321814537; Km_C00022: 0.786924958; Km_C00001: 1.243283153; Km_C02218: 1.603482008,Kcat_F: 1.10709272; Kcat_R: 16.004088045,C00022;C05167;C00161;C00014;C00065;C02218;C00001,C05167_KI: 1.3902921916;C00001_KI: 1.243283153;C00014_KI: 2.321814537;C00065_KI: 0.995956302;C00161_KI: 1.3902921916;C00022_KI: 0.786924958;C02218_KI: 1.603482008
WP_001338652.1,4.3.1.19,Escherichia coli,R156,Threonine ammonia-lyase,R00996,MRL,C00188,C00014; C00109,Km_C00014: 10.38471889; Km_C00109: 2.064281225; Km_C00188: 1.958139181,Kcat_F: 1.046566766; Kcat_R: 5.043314918,C00022;C05167;C00109;C00161;C00014;C00065;C00188,C00109_KI: 2.064281225;C00014_KI: 10.38471889;C00188_KI: 1.958139181;C05167_KI: 4.4057497013999996;C00161_KI: 4.4057497013999996;C00022_KI: 2.540874958;C00065_KI: 5.080734253
WP_001338652.1,4.3.1.19,Escherichia coli,R157,Threonine ammonia-lyase,R00220,MRL,C00065,C00014; C00022,Km_C00014: 10.38471889; Km_C00022: 2.540874958; Km_C00065: 5.080734253,Kcat_F: 1.594190487; Kcat_R: 5.380604909,C00022;C05167;C00109;C00161;C00014;C00065;C00188,C00109_KI: 2.064281225;C00014_KI: 10.38471889;C00188_KI: 1.958139181;C05167_KI: 4.4057497013999996;C00161_KI: 4.4057497013999996;C00022_KI: 2.540874958;C00065_KI: 5.080734253
WP_001338652.1,4.3.1.19,Escherichia coli,R158,Threonine ammonia-lyase,R06131,MRL,C05167,C00014; C00161,Km_C00014: 10.38471889; Km_C00161: 10.38471889; Km_C05167: 10.38471889,Kcat_F: 36.94316617111479; Kcat_R: 7.544567375,C00022;C05167;C00109;C00161;C00014;C00065;C00188,C00109_KI: 2.064281225;C00014_KI: 10.38471889;C00188_KI: 1.958139181;C05167_KI: 4.4057497013999996;C00161_KI: 4.4057497013999996;C00022_KI: 2.540874958;C00065_KI: 5.080734253
WP_000397144.1,3.4.11.1,Escherichia coli,R159,Leucyl aminopeptidase,R00899,MRL,C00001; C01419,C00037; C00097,Km_C00037: 0.388481706; Km_C00097: 0.172149554; Km_C00001: 0.381916821; Km_C01419: 0.210018635,Kcat_F: 4.0148947784999995; Kcat_R: 0.1125658795,C01419;C00037;C00097;C05729;C00001;C05726,C05729_KI: 0.288141679;C00037_KI: 0.388481706;C00001_KI: 0.381916821;C05726_KI: 0.288141679;C00097_KI: 0.172149554;C01419_KI: 0.210018635
WP_000397144.1,3.4.11.1,Escherichia coli,R160,Leucyl aminopeptidase,R04951,MRL,C00001; C05729,C00037; C05726,Km_C00037: 0.388481706; Km_C05726: 0.3851992635; Km_C00001: 0.381916821; Km_C05729: 0.3851992635,Kcat_F: 1.495343079; Kcat_R: 0.194365287,C01419;C00037;C00097;C05729;C00001;C05726,C05729_KI: 0.288141679;C00037_KI: 0.388481706;C00001_KI: 0.381916821;C05726_KI: 0.288141679;C00097_KI: 0.172149554;C01419_KI: 0.210018635
WP_000866792.1,6.3.4.13,Escherichia coli,R161,Phosphoribosylamine-glycine ligase,R04144,MRL,C00002; C00037; C03090,C00008; C00009; C03838,Km_C00008: 0.031724166; Km_C00009: 0.464264423; Km_C03838: 0.158931777; Km_C00002: 0.039892685; Km_C00037: 0.369721293; Km_C03090: 0.07,Kcat_F: 3.1624124803333333; Kcat_R: 2.9344528266666665,C00037;C03838;C00008;C03090;C00002;C00009,C00008_KI: 0.031724166;C00002_KI: 0.039892685;C00037_KI: 0.369721293;C03838_KI: 0.158931777;C00009_KI: 0.464264423;C03090_KI: 0.245433092
,1.1.1.42,Escherichia coli,R162,Isocitrate dehydrogenase (nadp+),R00267,MRL,C00006; C00311,C00005; C00011; C00026; C00080,Km_C00005: 0.000715; Km_C00011: 0.505214036; Km_C00026: 2.75; Km_C00080: 2.13827467; Km_C00006: 0.01485; Km_C00311: 0.074271195,Kcat_F: 45.913566013; Kcat_R: 7.140433394333333,C00011;C00005;C00006;C00311;C00026;C00080;C05379,C00011_KI: 0.505214036;C05379_KI: 0.069090471;C00026_KI: 0.182909817;C00311_KI: 0.074271195;C00005_KI: 0.032034442;C00080_KI: 2.13827467;C00006_KI: 0.04062869
,1.1.1.42,Escherichia coli,R163,Isocitrate dehydrogenase (nadp+),R00268,MRL,C05379,C00011; C00026,Km_C00011: 0.505214036; Km_C00026: 2.75; Km_C05379: 0.069090471,Kcat_F: 22.23114258; Kcat_R: 5.840927925,C00011;C00005;C00006;C00311;C00026;C00080;C05379,C00011_KI: 0.505214036;C05379_KI: 0.069090471;C00026_KI: 0.182909817;C00311_KI: 0.074271195;C00005_KI: 0.032034442;C00080_KI: 2.13827467;C00006_KI: 0.04062869
,1.1.1.42,Escherichia coli,R164,Isocitrate dehydrogenase (nadp+),R01899,MRL,C00006; C00311,C00005; C00080; C05379,Km_C00005: 0.000715; Km_C00080: 2.13827467; Km_C05379: 0.069090471; Km_C00006: 0.01485; Km_C00311: 0.074271195,Kcat_F: 45.913566013; Kcat_R: 15.985293456499999,C00011;C00005;C00006;C00311;C00026;C00080;C05379,C00011_KI: 0.505214036;C05379_KI: 0.069090471;C00026_KI: 0.182909817;C00311_KI: 0.074271195;C00005_KI: 0.032034442;C00080_KI: 2.13827467;C00006_KI: 0.04062869
