Accession Number,EC,Species,Label,Enzyme,Reaction ID,Mechanism,Substrates,Products,Km,Kcat,Inhibitors,KI
,2.5.1.18,Escherichia coli,R238,Glutathione transferase,R07092,MRL,C00051; C14857,C01327; C14865,Km_C01327: 0.498653144; Km_C14865: 0.361171909; Km_C00051: 0.223690674; Km_C14857: 0.361171909,Kcat_F: 3.716250068; Kcat_R: 1.262349787,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165
,2.5.1.18,Escherichia coli,R239,Glutathione transferase,R08280,MRL,C00051; C07645,C00001; C11583,Km_C00001: 0.51449573; Km_C11583: 0.118064001; Km_C00051: 0.223690674; Km_C07645: 0.089868411,Kcat_F: 1.8939561835; Kcat_R: 0.6236543769999999,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165
,2.5.1.18,Escherichia coli,R240,Glutathione transferase,R09409,MRL,C00051; C19586,C11278,Km_C11278: 0.129867101; Km_C00051: 0.223690674; Km_C19586: 0.036043528,Kcat_F: 1.86838826; Kcat_R: 19.78221183941891,C14804;C14870;C14803;C14855;C14840;C14847;C14859;C14786;C14858;C11583;C14868;C14861;C14864;C00051;C13645;C14805;C06790;C00001;C14839;C01327;C00059;C14852;C14848;C11278;C14806;C00462;C00080;C14857;C14791;C14874;C14792;C07645;C14863;C14802;C19586;C14787;C14800;C14856;C14871;C16738;C14865;C02320;C00726;C14793;C01326;C11088;C14851;C01322,C14864_KI: 0.40474194772727273;C14848_KI: 0.40474194772727273;C00001_KI: 0.51449573;C19586_KI: 0.036043528;C14863_KI: 0.40474194772727273;C16738_KI: 0.025583422;C14857_KI: 0.40474194772727273;C01327_KI: 0.498653144;C14868_KI: 0.40474194772727273;C02320_KI: 0.40474194772727273;C01322_KI: 0.40474194772727273;C14786_KI: 0.40474194772727273;C14865_KI: 0.40474194772727273;C14851_KI: 0.40474194772727273;C14861_KI: 0.40474194772727273;C14839_KI: 0.40474194772727273;C14871_KI: 0.40474194772727273;C14804_KI: 0.40474194772727273;C11278_KI: 0.40474194772727273;C14787_KI: 0.40474194772727273;C06790_KI: 0.37816146;C14806_KI: 0.40474194772727273;C14847_KI: 0.40474194772727273;C14870_KI: 0.40474194772727273;C14852_KI: 0.40474194772727273;C11583_KI: 0.118064001;C00051_KI: 0.223690674;C14874_KI: 0.40474194772727273;C14802_KI: 0.40474194772727273;C14858_KI: 0.40474194772727273;C14805_KI: 0.40474194772727273;C00462_KI: 0.40474194772727273;C00080_KI: 0.496289641;C14855_KI: 0.40474194772727273;C11088_KI: 0.40474194772727273;C07645_KI: 0.089868411;C14793_KI: 0.40474194772727273;C00726_KI: 0.40474194772727273;C13645_KI: 0.40474194772727273;C14840_KI: 0.40474194772727273;C14856_KI: 0.40474194772727273;C14791_KI: 0.40474194772727273;C14859_KI: 0.40474194772727273;C14800_KI: 0.40474194772727273;C01326_KI: 1.264755249;C14792_KI: 0.40474194772727273;C14803_KI: 0.40474194772727273;C00059_KI: 0.806556165
,4.1.1.37,Escherichia coli,R241,Uroporphyrinogen decarboxylase,R03197,MRL,C01051,C00011; C03263,Km_C00011: 0.231183484; Km_C03263: 0.005173983; Km_C01051: 0.005674717,Kcat_F: 8.042502141; Kcat_R: 4.676016896,C03263;C05766;C01051;C00011;C05768,C03263_KI: 0.005173983;C05768_KI: 0.005173983;C00011_KI: 0.231183484;C01051_KI: 0.005674717;C05766_KI: 0.005674717
,4.1.1.37,Escherichia coli,R242,Uroporphyrinogen decarboxylase,R04972,MRL,C05766,C00011; C05768,Km_C00011: 0.231183484; Km_C05768: 0.005173983; Km_C05766: 0.005674717,Kcat_F: 8.042502141; Kcat_R: 4.676016896,C03263;C05766;C01051;C00011;C05768,C03263_KI: 0.005173983;C05768_KI: 0.005173983;C00011_KI: 0.231183484;C01051_KI: 0.005674717;C05766_KI: 0.005674717
,2.6.99.2,Escherichia coli,R243,Pyridoxine 5'-phosphate synthase,R05838,MRL,C11437; C11638,C00001; C00009; C00627,Km_C00001: 1.411247253; Km_C00009: 1.071790934; Km_C00627: 0.031514391; Km_C11437: 0.8381841926666667; Km_C11638: 0.8381841926666667,Kcat_F: 19.78221183941891; Kcat_R: 10.956625146666667,C11638;C11437;C00009;C00627;C00001,C11638_KI: 0.8381841926666667;C11437_KI: 0.8381841926666667;C00009_KI: 1.071790934;C00627_KI: 0.031514391;C00001_KI: 1.411247253
,2.4.2.10,Escherichia coli,R244,Orotate phosphoribosyltransferase,R01870,MRL,C00013; C01103,C00119; C00295,Km_C00119: 0.039; Km_C00295: 0.0246075; Km_C00013: 0.013; Km_C01103: 0.0033499999999999997,Kcat_F: 3.9538756409999998; Kcat_R: 5.129216341,C07649;C01103;C16634;C00119;C00013;C00295,C00119_KI: 0.043476243;C00295_KI: 0.0246075;C01103_KI: 0.02659604;C00013_KI: 0.050830618;C07649_KI: 0.02445212;C16634_KI: 0.0339925042
,2.4.2.10,Escherichia coli,R245,Orotate phosphoribosyltransferase,R08231,MRL,C00119; C07649,C00013; C16634,Km_C00013: 0.013; Km_C16634: 0.02548404; Km_C00119: 0.039; Km_C07649: 0.02445212,Kcat_F: 5.258614572; Kcat_R: 0.108425891,C07649;C01103;C16634;C00119;C00013;C00295,C00119_KI: 0.043476243;C00295_KI: 0.0246075;C01103_KI: 0.02659604;C00013_KI: 0.050830618;C07649_KI: 0.02445212;C16634_KI: 0.0339925042
,2.7.7.24,Escherichia coli,R246,Glucose-1-phosphate thymidylyltransferase,R02328,MRL,C00103; C00459,C00013; C00842,Km_C00013: 0.154; Km_C00842: 0.095; Km_C00103: 0.034; Km_C00459: 0.0205,Kcat_F: 0.49273310150000005; Kcat_R: 0.32934390500000005,C00459;C00103;C00842;C00013,C00459_KI: 0.040694553;C00842_KI: 0.068997838;C00013_KI: 0.113713257;C00103_KI: 0.08188989
,1.1.1.23,Escherichia coli,R247,Histidinol dehydrogenase,R01158,MRL,C00001; C00003; C00860,C00004; C00080; C00135,Km_C00004: 0.074691504; Km_C00080: 1.283319831; Km_C00135: 0.307249427; Km_C00001: 1.913829327; Km_C00003: 0.198191151; Km_C00860: 0.170614094,Kcat_F: 16.91198426; Kcat_R: 59.60342936000001,C00004;C00080;C00001;C01929;C00003;C00860;C00135,C01929_KI: 0.236634284;C00860_KI: 0.170614094;C00135_KI: 0.307249427;C00001_KI: 1.913829327;C00003_KI: 0.198191151;C00004_KI: 0.074691504;C00080_KI: 1.283319831
,1.1.1.23,Escherichia coli,R248,Histidinol dehydrogenase,R01163,MRL,C00001; C00003; C01929,C00004; C00080; C00135,Km_C00004: 0.074691504; Km_C00080: 1.283319831; Km_C00135: 0.307249427; Km_C00001: 1.913829327; Km_C00003: 0.198191151; Km_C01929: 0.236634284,Kcat_F: 16.978014495; Kcat_R: 59.60342936000001,C00004;C00080;C00001;C01929;C00003;C00860;C00135,C01929_KI: 0.236634284;C00860_KI: 0.170614094;C00135_KI: 0.307249427;C00001_KI: 1.913829327;C00003_KI: 0.198191151;C00004_KI: 0.074691504;C00080_KI: 1.283319831
,1.1.1.23,Escherichia coli,R249,Histidinol dehydrogenase,R03012,MRL,C00003; C00860,C00004; C00080; C01929,Km_C00004: 0.074691504; Km_C00080: 1.283319831; Km_C01929: 0.236634284; Km_C00003: 0.198191151; Km_C00860: 0.170614094,Kcat_F: 20.9485667435; Kcat_R: 40.40357319100001,C00004;C00080;C00001;C01929;C00003;C00860;C00135,C01929_KI: 0.236634284;C00860_KI: 0.170614094;C00135_KI: 0.307249427;C00001_KI: 1.913829327;C00003_KI: 0.198191151;C00004_KI: 0.074691504;C00080_KI: 1.283319831
,6.3.2.9,Escherichia coli,R250,Udp-n-acetylmuramoyl-l-alanine-d-glutamate ligase,R02783,MRL,C00002; C00217; C01212,C00008; C00009; C00692,Km_C00008: 0.042101204; Km_C00009: 0.19209297; Km_C00692: 0.059616707; Km_C00002: 0.035595838; Km_C00217: 0.01; Km_C01212: 0.106443852,Kcat_F: 11.054307696666667; Kcat_R: 16.208798606666665,C00009;C00692;C01212;C00217;C00008;C00002,C01212_KI: 0.106443852;C00692_KI: 0.059616707;C00009_KI: 0.19209297;C00217_KI: 0.214108363;C00002_KI: 0.035595838;C00008_KI: 0.042101204
,6.3.2.12,Escherichia coli,R251,Dihydrofolate synthase,R02237,MRL,C00002; C00025; C00921,C00008; C00009; C00415,Km_C00008: 0.025629699; Km_C00009: 0.527247429; Km_C00415: 0.008226737; Km_C00002: 0.017911417; Km_C00025: 0.67721951; Km_C00921: 0.0006,Kcat_F: 0.7291496593333333; Kcat_R: 0.6091049556666667,C00234;C00415;C05928;C00009;C00025;C00008;C00002;C00921,C00002_KI: 0.017911417;C00025_KI: 0.67721951;C00008_KI: 0.025629699;C05928_KI: 0.018879184;C00415_KI: 0.008226737;C00009_KI: 0.527247429;C00921_KI: 0.004285821;C00234_KI: 0.018488349
,6.3.2.12,Escherichia coli,R252,Dihydrofolate synthase,R01654,MRL,C00002; C00025; C00234,C00008; C00009; C05928,Km_C00008: 0.025629699; Km_C00009: 0.527247429; Km_C05928: 0.018879184; Km_C00002: 0.017911417; Km_C00025: 0.67721951; Km_C00234: 0.018488349,Kcat_F: 0.462520528; Kcat_R: 0.4516578293333333,C00234;C00415;C05928;C00009;C00025;C00008;C00002;C00921,C00002_KI: 0.017911417;C00025_KI: 0.67721951;C00008_KI: 0.025629699;C05928_KI: 0.018879184;C00415_KI: 0.008226737;C00009_KI: 0.527247429;C00921_KI: 0.004285821;C00234_KI: 0.018488349
,1.5.1.2,Escherichia coli,R253,Pyrroline-5-carboxylate reductase,R01248,MRL,C00003; C00148,C00004; C00080; C03912,Km_C00004: 0.23; Km_C00080: 1.647054195; Km_C03912: 0.14500000000000002; Km_C00003: 0.185778424; Km_C00148: 0.998702407,Kcat_F: 2.377788702; Kcat_R: 1.857720866,C00004;C04281;C00005;C00006;C00080;C01157;C00003;C03912;C00148,C00004_KI: 0.073493846;C00148_KI: 0.998702407;C00080_KI: 1.647054195;C00003_KI: 0.185778424;C04281_KI: 1.133739352;C00006_KI: 0.101795919;C00005_KI: 0.055064693;C03912_KI: 0.650179744;C01157_KI: 1.28434813
,1.5.1.2,Escherichia coli,R254,Pyrroline-5-carboxylate reductase,R01251,MRL,C00006; C00148,C00005; C00080; C03912,Km_C00005: 0.03; Km_C00080: 1.647054195; Km_C03912: 0.14500000000000002; Km_C00006: 0.101795919; Km_C00148: 0.998702407,Kcat_F: 2.2696577475; Kcat_R: 1.82306875,C00004;C04281;C00005;C00006;C00080;C01157;C00003;C03912;C00148,C00004_KI: 0.073493846;C00148_KI: 0.998702407;C00080_KI: 1.647054195;C00003_KI: 0.185778424;C04281_KI: 1.133739352;C00006_KI: 0.101795919;C00005_KI: 0.055064693;C03912_KI: 0.650179744;C01157_KI: 1.28434813
,1.5.1.2,Escherichia coli,R255,Pyrroline-5-carboxylate reductase,R03291,MRL,C00003; C01157,C00004; C00080; C04281,Km_C00004: 0.23; Km_C00080: 1.647054195; Km_C04281: 1.133739352; Km_C00003: 0.185778424; Km_C01157: 1.28434813,Kcat_F: 1.2636854009999998; Kcat_R: 1.8596854475,C00004;C04281;C00005;C00006;C00080;C01157;C00003;C03912;C00148,C00004_KI: 0.073493846;C00148_KI: 0.998702407;C00080_KI: 1.647054195;C00003_KI: 0.185778424;C04281_KI: 1.133739352;C00006_KI: 0.101795919;C00005_KI: 0.055064693;C03912_KI: 0.650179744;C01157_KI: 1.28434813
,1.5.1.2,Escherichia coli,R256,Pyrroline-5-carboxylate reductase,R03293,MRL,C00006; C01157,C00005; C00080; C04281,Km_C00005: 0.03; Km_C00080: 1.647054195; Km_C04281: 1.133739352; Km_C00006: 0.101795919; Km_C01157: 1.28434813,Kcat_F: 1.1555544465; Kcat_R: 1.8250333315,C00004;C04281;C00005;C00006;C00080;C01157;C00003;C03912;C00148,C00004_KI: 0.073493846;C00148_KI: 0.998702407;C00080_KI: 1.647054195;C00003_KI: 0.185778424;C04281_KI: 1.133739352;C00006_KI: 0.101795919;C00005_KI: 0.055064693;C03912_KI: 0.650179744;C01157_KI: 1.28434813
,5.1.3.13,Escherichia coli,R257,"Dtdp-4-dehydrorhamnose 3,5-epimerase",R06514,MRL,C11907,C00688,Km_C00688: 0.055028126; Km_C11907: 0.025,Kcat_F: 19.78221183941891; Kcat_R: 15.91111363,C11907;C00688,C11907_KI: 0.055028126;C00688_KI: 0.055028126
,1.2.1.38,Escherichia coli,R258,N-acetyl-gamma-glutamyl-phosphate reductase,R03443,MRL,C00006; C00009; C01250,C00005; C00080; C04133,Km_C00005: 0.048804019; Km_C00080: 2.173709393; Km_C04133: 0.529830992; Km_C00006: 0.17; Km_C00009: 2.045622349; Km_C01250: 0.6,Kcat_F: 18.037267411666665; Kcat_R: 25.260162694999998,C00005;C00006;C00080;C00009;C04133;C01250,C00009_KI: 2.045622349;C01250_KI: 0.747783542;C00006_KI: 0.093573503;C00080_KI: 2.173709393;C00005_KI: 0.048804019;C04133_KI: 0.529830992
,6.3.2.10,Escherichia coli,R259,Udp-n-acetylmuramoyl-tripeptide-d-alanyl-d-alanine ligase,R04573,MRL,C00002; C00993; C05892,C00008; C00009; C04702,Km_C00008: 0.06274683; Km_C00009: 0.264670789; Km_C04702: 0.076567553; Km_C00002: 0.057988044; Km_C00993: 0.175912499; Km_C05892: 0.076851323,Kcat_F: 14.989323533333334; Kcat_R: 15.11021727,C04877;C00993;C00009;C04882;C05892;C04702;C00008;C00002,C04702_KI: 0.076567553;C00993_KI: 0.175912499;C00009_KI: 0.264670789;C04877_KI: 0.07741981;C05892_KI: 0.076851323;C04882_KI: 0.075850636;C00008_KI: 0.06274683;C00002_KI: 0.057988044
,6.3.2.10,Escherichia coli,R260,Udp-n-acetylmuramoyl-tripeptide-d-alanyl-d-alanine ligase,R04617,MRL,C00002; C00993; C04877,C00008; C00009; C04882,Km_C00008: 0.06274683; Km_C00009: 0.264670789; Km_C04882: 0.075850636; Km_C00002: 0.057988044; Km_C00993: 0.175912499; Km_C04877: 0.07741981,Kcat_F: 14.962943286666667; Kcat_R: 15.12538736,C04877;C00993;C00009;C04882;C05892;C04702;C00008;C00002,C04702_KI: 0.076567553;C00993_KI: 0.175912499;C00009_KI: 0.264670789;C04877_KI: 0.07741981;C05892_KI: 0.076851323;C04882_KI: 0.075850636;C00008_KI: 0.06274683;C00002_KI: 0.057988044
,4.2.1.126,Escherichia coli,R261,N-acetylmuramic acid 6-phosphate etherase,R08555,MRL,C00001; C16698,C00256; C00357,Km_C00256: 0.8525545; Km_C00357: 0.382651031; Km_C00001: 2.802792788; Km_C16698: 3.0,Kcat_F: 3.9479614300000003; Kcat_R: 5.1339529905,C00001;C16698;C00256;C00357,C00001_KI: 2.802792788;C00256_KI: 0.8525545;C00357_KI: 0.382651031;C16698_KI: 1.3459994396666666
,2.7.4.9,Escherichia coli,R262,Dtmp kinase,R02094,MRL,C00002; C00364,C00008; C00363,Km_C00008: 0.237068936; Km_C00363: 0.275345057; Km_C00002: 0.130983248; Km_C00364: 0.22,Kcat_F: 10.6156473095; Kcat_R: 10.648633546500001,C01346;C00363;C00365;C00364;C00008;C00002,C00365_KI: 0.419534981;C01346_KI: 0.378050297;C00008_KI: 0.237068936;C00002_KI: 0.130983248;C00363_KI: 0.275345057;C00364_KI: 0.390020937
,2.7.4.9,Escherichia coli,R263,Dtmp kinase,R02098,MRL,C00002; C00365,C00008; C01346,Km_C00008: 0.237068936; Km_C01346: 0.378050297; Km_C00002: 0.130983248; Km_C00365: 2.5,Kcat_F: 11.0716420575; Kcat_R: 8.400264011,C01346;C00363;C00365;C00364;C00008;C00002,C00365_KI: 0.419534981;C01346_KI: 0.378050297;C00008_KI: 0.237068936;C00002_KI: 0.130983248;C00363_KI: 0.275345057;C00364_KI: 0.390020937
,2.1.3.2,Escherichia coli,R264,Aspartate carbamoyltransferase,R01397,MRL,C00049; C00169,C00009; C00438,Km_C00009: 0.93515873; Km_C00438: 0.47019425; Km_C00049: 1.074508667; Km_C00169: 13.84,Kcat_F: 5.618793287; Kcat_R: 4.6381394395,C00049;C00169;C00438;C00009,C00009_KI: 0.93515873;C00049_KI: 1.074508667;C00438_KI: 0.47019425;C00169_KI: 0.09070953
,3.1.3.23,Escherichia coli,R265,Sugar-phosphatase,R00804,MRL,C00001; C00934,C00009; C11477,Km_C00009: 1.493807197; Km_C11477: 0.029106706; Km_C00001: 1.780349255; Km_C00934: 1.1010877193333333,Kcat_F: 1.568699909; Kcat_R: 0.012529496,C00001;C11477;C00934;C00009,C00009_KI: 1.493807197;C00001_KI: 1.780349255;C00934_KI: 1.1010877193333333;C11477_KI: 0.029106706
,3.2.2.3,Escherichia coli,R266,Uridine nucleosidase,R01080,MRL,C00001; C00299,C00106; C00121,Km_C00106: 0.159833461; Km_C00121: 1.594864488; Km_C00001: 1.072860003; Km_C00299: 0.408,Kcat_F: 6.1908783215; Kcat_R: 1.0371636755,C00001;C00106;C00299;C00121,C00106_KI: 0.159833461;C00121_KI: 1.594864488;C00001_KI: 1.072860003;C00299_KI: 0.139241353
,4.1.99.12,Escherichia coli,R267,"3,4-dihydroxy-2-butanone-4-phosphate synthase",R07281,MRL,C00199,C00058; C15556,Km_C00058: 1.207564116; Km_C15556: 0.6867227855; Km_C00199: 0.165881455,Kcat_F: 113.0132613; Kcat_R: 44.98780992,C00058;C00199;C15556,C00058_KI: 1.207564116;C00199_KI: 0.165881455;C15556_KI: 0.6867227855
,3.5.4.16,Escherichia coli,R268,Gtp cyclohydrolase i,R00424,MRL,C00001; C00044,C00058; C04895,Km_C00058: 2.090657711; Km_C04895: 0.103207149; Km_C00001: 1.314337969; Km_C00044: 0.201622397,Kcat_F: 2.828738227; Kcat_R: 8.696477815,C00058;C04895;C06148;C00001;C05923;C05922;C00044,C00001_KI: 1.314337969;C06148_KI: 0.141518265;C00058_KI: 2.090657711;C04895_KI: 0.103207149;C00044_KI: 0.201622397;C05923_KI: 0.115295619;C05922_KI: 0.155562088
,3.5.4.16,Escherichia coli,R269,Gtp cyclohydrolase i,R00428,MRL,C00001; C00044,C05922,Km_C05922: 0.155562088; Km_C00001: 1.314337969; Km_C00044: 0.201622397,Kcat_F: 2.828738227; Kcat_R: 27.16124683,C00058;C04895;C06148;C00001;C05923;C05922;C00044,C00001_KI: 1.314337969;C06148_KI: 0.141518265;C00058_KI: 2.090657711;C04895_KI: 0.103207149;C00044_KI: 0.201622397;C05923_KI: 0.115295619;C05922_KI: 0.155562088
,3.5.4.16,Escherichia coli,R270,Gtp cyclohydrolase i,R04639,MRL,C00001; C04895,C06148,Km_C06148: 0.141518265; Km_C00001: 1.314337969; Km_C04895: 0.103207149,Kcat_F: 3.3621230875; Kcat_R: 36.34457516,C00058;C04895;C06148;C00001;C05923;C05922;C00044,C00001_KI: 1.314337969;C06148_KI: 0.141518265;C00058_KI: 2.090657711;C04895_KI: 0.103207149;C00044_KI: 0.201622397;C05923_KI: 0.115295619;C05922_KI: 0.155562088
,3.5.4.16,Escherichia coli,R271,Gtp cyclohydrolase i,R05046,MRL,C00001; C05922,C00058; C05923,Km_C00058: 2.090657711; Km_C05923: 0.115295619; Km_C00001: 1.314337969; Km_C05922: 0.155562088,Kcat_F: 14.4734174275; Kcat_R: 22.86166489,C00058;C04895;C06148;C00001;C05923;C05922;C00044,C00001_KI: 1.314337969;C06148_KI: 0.141518265;C00058_KI: 2.090657711;C04895_KI: 0.103207149;C00044_KI: 0.201622397;C05923_KI: 0.115295619;C05922_KI: 0.155562088
,3.5.4.16,Escherichia coli,R272,Gtp cyclohydrolase i,R05048,MRL,C05923,C06148,Km_C06148: 0.141518265; Km_C05923: 0.115295619,Kcat_F: 33.2690323; Kcat_R: 36.34457516,C00058;C04895;C06148;C00001;C05923;C05922;C00044,C00001_KI: 1.314337969;C06148_KI: 0.141518265;C00058_KI: 2.090657711;C04895_KI: 0.103207149;C00044_KI: 0.201622397;C05923_KI: 0.115295619;C05922_KI: 0.155562088
,2.7.7.56,Escherichia coli,R273,Trna nucleotidyltransferase,R07285,MRL,C00009,C00066; C00454,Km_C00066: 1.240532398; Km_C00454: 1.240532398; Km_C00009: 1.240532398,Kcat_F: 0.260392996; Kcat_R: 19.78221183941891,C00066;C00454;C00009,C00454_KI: 1.240532398;C00066_KI: 1.240532398;C00009_KI: 1.240532398
,3.5.3.11,Escherichia coli,R274,Agmatinase,R01157,MRL,C00001; C00179,C00086; C00134,Km_C00086: 8.067173958; Km_C00134: 1.751440883; Km_C00001: 2.480346441; Km_C00179: 1.1,Kcat_F: 33.8639007215; Kcat_R: 1832.4476849750001,C00134;C00001;C00086;C00179,C00134_KI: 1.751440883;C00001_KI: 2.480346441;C00179_KI: 1.740367651;C00086_KI: 8.067173958
,3.5.4.13,Escherichia coli,R275,Dctp deaminase,R02325,MRL,C00001; C00458,C00014; C00460,Km_C00014: 1.225692034; Km_C00460: 0.036681134; Km_C00001: 0.953212798; Km_C00458: 0.013731435,Kcat_F: 1.447511955; Kcat_R: 8.271748223000001,C00075;C11824;C06059;C00063;C00458;C00014;C00001;C00460,C11824_KI: 0.007482641;C06059_KI: 0.34225207414285713;C00460_KI: 0.036681134;C00001_KI: 0.953212798;C00458_KI: 0.013731435;C00075_KI: 0.117942363;C00014_KI: 1.225692034;C00063_KI: 0.041022114
,3.5.4.13,Escherichia coli,R276,Dctp deaminase,R00568,MRL,C00001; C00063,C00014; C00075,Km_C00014: 1.225692034; Km_C00075: 0.117942363; Km_C00001: 0.953212798; Km_C00063: 0.041022114,Kcat_F: 2.1428582975; Kcat_R: 8.429879299000001,C00075;C11824;C06059;C00063;C00458;C00014;C00001;C00460,C11824_KI: 0.007482641;C06059_KI: 0.34225207414285713;C00460_KI: 0.036681134;C00001_KI: 0.953212798;C00458_KI: 0.013731435;C00075_KI: 0.117942363;C00014_KI: 1.225692034;C00063_KI: 0.041022114
,3.5.4.13,Escherichia coli,R277,Dctp deaminase,R06137,MRL,C00001; C06059,C00014; C11824,Km_C00014: 1.225692034; Km_C11824: 0.007482641; Km_C00001: 0.953212798; Km_C06059: 0.7287958243333333,Kcat_F: 1.65502391; Kcat_R: 9.871416936000001,C00075;C11824;C06059;C00063;C00458;C00014;C00001;C00460,C11824_KI: 0.007482641;C06059_KI: 0.34225207414285713;C00460_KI: 0.036681134;C00001_KI: 0.953212798;C00458_KI: 0.013731435;C00075_KI: 0.117942363;C00014_KI: 1.225692034;C00063_KI: 0.041022114
,2.7.7.9,Escherichia coli,R278,Utp-glucose-1-phosphate uridylyltransferase,R00289,MRL,C00075; C00103,C00013; C00029,Km_C00013: 0.133076772; Km_C00029: 0.145372346; Km_C00075: 0.064; Km_C00103: 0.01,Kcat_F: 10.343449746000001; Kcat_R: 7.096409382,C00029;C00103;C00075;C00013,C00029_KI: 0.145372346;C00013_KI: 0.133076772;C00075_KI: 0.123954028;C00103_KI: 0.125316933
,1.17.4.2,Escherichia coli,R279,Ribonucleoside-triphosphate reductase (thioredoxin),R04315,MRL,C00001; C00343; C04283,C00342; C03802,Km_C00342: 1.477914572; Km_C03802: 1.477914572; Km_C00001: 1.477914572; Km_C00343: 1.477914572; Km_C04283: 1.477914572,Kcat_F: 3.125644271; Kcat_R: 19.78221183941891,C04283;C00075;C03802;C00131;C00063;C00286;C00458;C00343;C00001;C00460;C00342;C00044;C00002,C00343_KI: 0.2354620024444444;C00458_KI: 0.055023734;C00131_KI: 0.036800954;C00001_KI: 1.477914572;C00063_KI: 0.089707799;C00460_KI: 0.101273701;C00286_KI: 0.044696368;C00075_KI: 0.157546192;C00002_KI: 0.07914836;C00342_KI: 0.2354620024444444;C03802_KI: 0.2354620024444444;C00044_KI: 0.077046342;C04283_KI: 0.2354620024444444
